      Lon      Lat    Year   Stand   Patch     dep     fix    fert    flux   leach     NEE
   -71.25   -32.75    1973       0       1   -0.50   -0.18   -0.00    1.05    1.49    1.86
   -71.25   -32.75    1973       0       2   -0.50   -1.04   -0.00    2.83    0.11    1.40
   -71.25   -32.75    1973       0       3   -0.50   -1.33   -0.00   18.13    0.68   16.99
   -71.25   -32.75    1973       0       4   -0.50   -2.01   -0.00    3.51    0.41    1.41
   -71.25   -32.75    1973     110       0   -0.50   -3.28   -0.00    1.28    0.05   -2.44
   -71.25   -32.75    1973     110       1   -0.50   -3.58   -0.00    1.57    0.46   -2.05
   -71.25   -32.75    1973     110       2   -0.50   -1.54   -0.00    6.31    0.00    4.28
   -71.25   -32.75    1973     110       3   -0.50   -1.67   -0.00    6.44    0.00    4.28
   -71.25   -32.75    1973     110       4   -0.50   -3.41   -0.00    1.48    0.49   -1.94
   -71.25   -32.75    1973     131       0   -0.50   -2.68   -0.00    2.52    0.00   -0.66
   -71.25   -32.75    1973     131       1   -0.50   -1.34   -0.00    9.88    0.01    8.05
   -71.25   -32.75    1973     131       2   -0.50   -2.83   -0.00   33.26    0.06   29.99
   -71.25   -32.75    1973     131       3   -0.50   -3.71   -0.00    0.79    0.00   -3.41
   -71.25   -32.75    1973     131       4   -0.50   -1.66   -0.00    5.77    0.00    3.62
   -71.25   -32.75    1973     132       0   -0.50   -1.90   -0.00    1.56    0.01   -0.83
   -71.25   -32.75    1973     132       1   -0.50   -3.12   -0.00    0.88    0.57   -2.17
   -71.25   -32.75    1973     132       2   -0.50   -1.98   -0.00   29.36    0.07   26.95
   -71.25   -32.75    1973     132       3   -0.50   -3.68   -0.00    2.07    0.53   -1.59
   -71.25   -32.75    1973     132       4   -0.50   -1.72   -0.00   29.47    0.00   27.25
   -71.25   -32.75    1973     133       0   -0.50   -1.77   -0.00    2.97    0.00    0.70
   -71.25   -32.75    1973     133       1   -0.50   -3.00   -0.00    1.40    0.06   -2.04
   -71.25   -32.75    1973     133       2   -0.50   -3.59   -0.00    1.12    0.02   -2.94
   -71.25   -32.75    1973     133       3   -0.50   -3.87   -0.00    2.75    0.00   -1.62
   -71.25   -32.75    1973     133       4   -0.50   -1.47   -0.00    6.32    0.00    4.35
   -71.25   -32.75    1973     134       0   -0.50   -3.98   -0.00    2.33    0.06   -2.08
   -71.25   -32.75    1973     134       1   -0.50   -1.71   -0.00    9.04    0.00    6.84
   -71.25   -32.75    1973     134       2   -0.50   -3.63   -0.00    1.60    0.07   -2.46
   -71.25   -32.75    1973     134       3   -0.50   -1.35   -0.00    6.75    0.69    5.59
   -71.25   -32.75    1973     134       4   -0.50   -4.00   -0.00    2.22    0.08   -2.20
   -71.25   -32.75    1973     140       0   -0.50   -1.75   -0.00    3.00    0.01    0.75
   -71.25   -32.75    1973     140       1   -0.50   -3.60   -0.00    1.22    0.10   -2.77
   -71.25   -32.75    1973     140       2   -0.50   -2.64   -0.00   63.02    0.04   59.93
   -71.25   -32.75    1973     140       3   -0.50   -1.15   -0.00    4.79    0.00    3.15
   -71.25   -32.75    1973     140       4   -0.50   -1.68   -0.00    7.24    0.00    5.07
   -71.25   -32.75    1973     160       0   -0.50   -1.58   -0.00   20.83    0.15   18.90
   -71.25   -32.75    1973     160       1   -0.50   -2.76   -0.00    1.38    0.05   -1.83
   -71.25   -32.75    1973     160       2   -0.50   -1.11   -0.00    3.78    0.01    2.18
   -71.25   -32.75    1973     160       3   -0.50   -3.16   -0.00    2.00    0.01   -1.65
   -71.25   -32.75    1973     160       4   -0.50   -3.77   -0.00    1.96    0.04   -2.27
   -71.25   -32.75    1974       0       0   -0.50   -1.28   -0.00    7.44    0.11    5.76
   -71.25   -32.75    1974       0       1   -0.50   -1.18   -0.00    1.89    1.89    2.10
   -71.25   -32.75    1974       0       2   -0.50   -1.35   -0.00   29.03    0.04   27.22
   -71.25   -32.75    1974       0       3   -0.50   -0.60   -0.00    0.86    0.43    0.19
   -71.25   -32.75    1974       0       4   -0.50   -2.03   -0.00   24.63    0.09   22.19
   -71.25   -32.75    1974     110       0   -0.50   -3.20   -0.00    3.14    0.07   -0.49
   -71.25   -32.75    1974     110       1   -0.50   -3.30   -0.00    3.76    0.17    0.13
   -71.25   -32.75    1974     110       2   -0.50   -1.69   -0.00   47.59    0.00   45.41
   -71.25   -32.75    1974     110       3   -0.50   -1.78   -0.00   14.58    0.00   12.30
   -71.25   -32.75    1974     110       4   -0.50   -3.06   -0.00    3.18    0.29   -0.09
   -71.25   -32.75    1974     131       0   -0.50   -2.81   -0.00    7.38    0.00    4.07
   -71.25   -32.75    1974     131       1   -0.50   -1.55   -0.00   16.85    0.00   14.81
   -71.25   -32.75    1974     131       2   -0.50   -2.90   -0.00    2.51    0.10   -0.80
   -71.25   -32.75    1974     131       3   -0.50   -3.76   -0.00    4.30    0.00    0.05
   -71.25   -32.75    1974     131       4   -0.50   -1.55   -0.00   12.76    0.00   10.71
   -71.25   -32.75    1974     132       0   -0.50   -2.95   -0.00    3.50    0.02    0.07
   -71.25   -32.75    1974     132       1   -0.50   -2.65   -0.00    1.57    0.43   -1.15
   -71.25   -32.75    1974     132       2   -0.50   -1.09   -0.00   30.19    0.03   28.63
   -71.25   -32.75    1974     132       3   -0.50   -3.24   -0.00    5.41    0.23    1.90
   -71.25   -32.75    1974     132       4   -0.50   -1.12   -0.00   24.47    0.00   22.86
   -71.25   -32.75    1974     133       0   -0.50   -1.78   -0.00   32.53    0.00   30.26
   -71.25   -32.75    1974     133       1   -0.50   -2.85   -0.00    3.22    0.10   -0.02
   -71.25   -32.75    1974     133       2   -0.50   -3.39   -0.00    2.57    0.04   -1.28
   -71.25   -32.75    1974     133       3   -0.50   -3.45   -0.00    7.71    0.00    3.76
   -71.25   -32.75    1974     133       4   -0.50   -1.52   -0.00   13.96    0.00   11.95
   -71.25   -32.75    1974     134       0   -0.50   -3.75   -0.00   35.35    0.06   31.16
   -71.25   -32.75    1974     134       1   -0.50   -1.93   -0.00   16.41    0.00   13.98
   -71.25   -32.75    1974     134       2   -0.50   -3.42   -0.00   17.51    0.07   13.66
   -71.25   -32.75    1974     134       3   -0.50   -1.08   -0.00    0.98    0.46   -0.14
   -71.25   -32.75    1974     134       4   -0.50   -3.72   -0.00    5.76    0.08    1.62
   -71.25   -32.75    1974     140       0   -0.50   -1.68   -0.00    7.20    0.01    5.03
   -71.25   -32.75    1974     140       1   -0.50   -3.30   -0.00    2.62    0.16   -1.02
   -71.25   -32.75    1974     140       2   -0.50   -0.23   -0.00    9.36    0.23    8.85
   -71.25   -32.75    1974     140       3   -0.50   -1.40   -0.00   34.41    0.00   32.51
   -71.25   -32.75    1974     140       4   -0.50   -1.90   -0.00   15.65    0.00   13.25
   -71.25   -32.75    1974     160       0   -0.50   -1.59   -0.00    6.86    0.05    4.82
   -71.25   -32.75    1974     160       1   -0.50   -3.02   -0.00    3.54    0.07    0.09
   -71.25   -32.75    1974     160       2   -0.50   -1.38   -0.00   10.16    0.00    8.28
   -71.25   -32.75    1974     160       3   -0.50   -3.45   -0.00    5.57    0.00    1.62
   -71.25   -32.75    1974     160       4   -0.50   -3.66   -0.00    5.44    0.03    1.31
   -71.25   -32.75    1975       0       0   -0.50   -1.24   -0.00    2.98    0.12    1.35
   -71.25   -32.75    1975       0       1   -0.50   -3.96   -0.00   26.14    0.04   21.73
   -71.25   -32.75    1975       0       2   -0.50   -0.64   -0.00    1.98    0.07    0.91
   -71.25   -32.75    1975       0       3   -0.50   -0.75   -0.00    1.14    0.58    0.47
   -71.25   -32.75    1975       0       4   -0.50   -0.47   -0.00    0.76    0.14   -0.07
   -71.25   -32.75    1975     110       0   -0.50   -2.90   -0.00    1.44    0.09   -1.87
   -71.25   -32.75    1975     110       1   -0.50   -2.94   -0.00    1.61    0.33   -1.50
   -71.25   -32.75    1975     110       2   -0.50   -1.03   -0.00    2.39    0.01    0.87
   -71.25   -32.75    1975     110       3   -0.50   -1.38   -0.00    7.43    0.00    5.56
   -71.25   -32.75    1975     110       4   -0.50   -2.82   -0.00    1.46    0.39   -1.48
   -71.25   -32.75    1975     131       0   -0.50   -2.48   -0.00    3.23    0.00    0.25
   -71.25   -32.75    1975     131       1   -0.50   -1.11   -0.00    8.02    0.00    6.41
   -71.25   -32.75    1975     131       2   -0.50   -2.47   -0.00    1.99    0.10   -0.88
   -71.25   -32.75    1975     131       3   -0.50   -3.27   -0.00    0.75    0.00   -3.01
   -71.25   -32.75    1975     131       4   -0.50   -1.03   -0.00    5.91    0.00    4.38
   -71.25   -32.75    1975     132       0   -0.50   -2.61   -0.00    3.75    0.01    0.65
   -71.25   -32.75    1975     132       1   -0.50   -2.61   -0.00    0.92    0.48   -1.70
   -71.25   -32.75    1975     132       2   -0.50   -0.69   -0.00    2.18    0.03    1.02
   -71.25   -32.75    1975     132       3   -0.50   -3.34   -0.00    2.15    0.31   -1.38
   -71.25   -32.75    1975     132       4   -0.50   -0.55   -0.00    2.67    0.01    1.62
   -71.25   -32.75    1975     133       0   -0.50   -1.22   -0.00    1.76    0.00    0.05
   -71.25   -32.75    1975     133       1   -0.50   -2.53   -0.00    1.45    0.42   -1.16
   -71.25   -32.75    1975     133       2   -0.50   -3.16   -0.00    1.25    0.06   -2.34
   -71.25   -32.75    1975     133       3   -0.50   -3.07   -0.00    3.15    0.00   -0.42
   -71.25   -32.75    1975     133       4   -0.50   -1.22   -0.00    6.23    0.00    4.51
   -71.25   -32.75    1975     134       0   -0.50   -2.93   -0.00    1.67    0.09   -1.67
   -71.25   -32.75    1975     134       1   -0.50   -1.46   -0.00   11.40    0.00    9.44
   -71.25   -32.75    1975     134       2   -0.50   -2.85   -0.00    1.35    0.11   -1.88
   -71.25   -32.75    1975     134       3   -0.50   -0.83   -0.00    1.04    0.32    0.03
   -71.25   -32.75    1975     134       4   -0.50   -3.31   -0.00    2.59    0.09   -1.14
   -71.25   -32.75    1975     140       0   -0.50   -1.79   -0.00    2.94    0.01    0.65
   -71.25   -32.75    1975     140       1   -0.50   -3.14   -0.00    1.26    0.19   -2.18
   -71.25   -32.75    1975     140       2   -0.50   -0.28   -0.00    1.34    0.11    0.67
   -71.25   -32.75    1975     140       3   -0.50   -1.11   -0.00    2.37    0.01    0.76
   -71.25   -32.75    1975     140       4   -0.50   -1.48   -0.00    8.81    0.00    6.83
   -71.25   -32.75    1975     160       0   -0.50   -1.18   -0.00    6.48    0.00    4.81
   -71.25   -32.75    1975     160       1   -0.50   -2.77   -0.00    1.76    0.09   -1.43
   -71.25   -32.75    1975     160       2   -0.50   -0.98   -0.00    5.10    0.00    3.62
   -71.25   -32.75    1975     160       3   -0.50   -2.75   -0.00    2.63    0.00   -0.62
   -71.25   -32.75    1975     160       4   -0.50   -3.34   -0.00    2.37    0.04   -1.43
   -71.25   -32.75    1976       0       0   -0.50   -1.20   -0.00    4.69    0.10    3.09
   -71.25   -32.75    1976       0       1   -0.50   -1.37   -0.00   11.26    0.08    9.48
   -71.25   -32.75    1976       0       2   -0.50   -0.80   -0.00    5.24    0.08    4.03
   -71.25   -32.75    1976       0       3   -0.50   -0.95   -0.00    0.70    0.73   -0.02
   -71.25   -32.75    1976       0       4   -0.50   -0.67   -0.00    0.89    0.40    0.12
   -71.25   -32.75    1976     110       0   -0.50   -3.07   -0.00    2.12    0.07   -1.38
   -71.25   -32.75    1976     110       1   -0.50   -1.94   -0.00    2.29    0.49    0.35
   -71.25   -32.75    1976     110       2   -0.50   -0.59   -0.00    6.22    0.01    5.14
   -71.25   -32.75    1976     110       3   -0.50   -1.26   -0.00   37.94    0.00   36.18
   -71.25   -32.75    1976     110       4   -0.50   -2.99   -0.00    1.98    0.43   -1.07
   -71.25   -32.75    1976     131       0   -0.50   -2.66   -0.00    5.85    0.00    2.70
   -71.25   -32.75    1976     131       1   -0.50   -1.35   -0.00   11.26    0.00    9.41
   -71.25   -32.75    1976     131       2   -0.50   -2.73   -0.00    2.93    0.07   -0.23
   -71.25   -32.75    1976     131       3   -0.50   -3.23   -0.00    0.72    0.00   -3.01
   -71.25   -32.75    1976     131       4   -0.50   -1.17   -0.00   10.54    0.00    8.87
   -71.25   -32.75    1976     132       0   -0.50   -2.57   -0.00    5.30    0.00    2.23
   -71.25   -32.75    1976     132       1   -0.50   -2.70   -0.00    1.08    0.61   -1.51
   -71.25   -32.75    1976     132       2   -0.50   -0.85   -0.00    4.92    0.01    3.58
   -71.25   -32.75    1976     132       3   -0.50   -3.34   -0.00    3.65    0.50    0.31
   -71.25   -32.75    1976     132       4   -0.50   -0.59   -0.00    5.96    0.00    4.87
   -71.25   -32.75    1976     133       0   -0.50   -1.17   -0.00    2.95    0.01    1.28
   -71.25   -32.75    1976     133       1   -0.50   -2.81   -0.00    1.73    0.68   -0.90
   -71.25   -32.75    1976     133       2   -0.50   -3.22   -0.00   18.77    0.08   15.12
   -71.25   -32.75    1976     133       3   -0.50   -3.08   -0.00    5.55    0.00    1.97
   -71.25   -32.75    1976     133       4   -0.50   -1.26   -0.00   11.24    0.00    9.48
   -71.25   -32.75    1976     134       0   -0.50   -3.34   -0.00    2.46    0.07   -1.31
   -71.25   -32.75    1976     134       1   -0.50   -1.28   -0.00   34.65    0.00   32.87
   -71.25   -32.75    1976     134       2   -0.50   -3.05   -0.00    1.75    0.08   -1.72
   -71.25   -32.75    1976     134       3   -0.50   -0.87   -0.00    0.99    0.82    0.44
   -71.25   -32.75    1976     134       4   -0.50   -3.13   -0.00    4.28    0.07    0.72
   -71.25   -32.75    1976     140       0   -0.50   -1.37   -0.00    5.55    0.01    3.68
   -71.25   -32.75    1976     140       1   -0.50   -3.25   -0.00    1.77    0.18   -1.80
   -71.25   -32.75    1976     140       2   -0.50   -0.37   -0.00    0.48    0.13   -0.26
   -71.25   -32.75    1976     140       3   -0.50   -0.79   -0.00    6.33    0.00    5.05
   -71.25   -32.75    1976     140       4   -0.50   -1.23   -0.00   11.59    0.00    9.86
   -71.25   -32.75    1976     160       0   -0.50   -1.05   -0.00   26.72    0.00   25.17
   -71.25   -32.75    1976     160       1   -0.50   -2.89   -0.00    2.94    0.04   -0.41
   -71.25   -32.75    1976     160       2   -0.50   -1.00   -0.00    8.57    0.01    7.07
   -71.25   -32.75    1976     160       3   -0.50   -2.85   -0.00    4.67    0.01    1.33
   -71.25   -32.75    1976     160       4   -0.50   -3.33   -0.00    4.02    0.02    0.22
   -71.25   -32.75    1977       0       0   -0.50   -1.62   -0.00    2.55    0.03    0.45
   -71.25   -32.75    1977       0       1   -0.50   -0.83   -0.00    6.31    0.01    5.00
   -71.25   -32.75    1977       0       2   -0.50   -0.91   -0.00    3.48    0.00    2.07
   -71.25   -32.75    1977       0       3   -0.50   -0.89   -0.00    0.75    0.68    0.04
   -71.25   -32.75    1977       0       4   -0.50   -0.64   -0.00    0.62    0.46   -0.06
   -71.25   -32.75    1977     110       0   -0.50   -3.04   -0.00    1.31    0.04   -2.19
   -71.25   -32.75    1977     110       1   -0.50   -2.37   -0.00    1.43    0.57   -0.88
   -71.25   -32.75    1977     110       2   -0.50   -0.82   -0.00    3.34    0.00    2.02
   -71.25   -32.75    1977     110       3   -0.50   -0.52   -0.00    2.94    0.00    1.92
   -71.25   -32.75    1977     110       4   -0.50   -2.90   -0.00    1.28    0.60   -1.52
   -71.25   -32.75    1977     131       0   -0.50   -2.08   -0.00    2.99    0.00    0.40
   -71.25   -32.75    1977     131       1   -0.50   -1.49   -0.00    6.07    0.00    4.08
   -71.25   -32.75    1977     131       2   -0.50   -2.80   -0.00    1.68    0.04   -1.58
   -71.25   -32.75    1977     131       3   -0.50   -2.85   -0.00    0.75    0.00   -2.60
   -71.25   -32.75    1977     131       4   -0.50   -0.96   -0.00   28.33    0.00   26.87
   -71.25   -32.75    1977     132       0   -0.50   -2.86   -0.00    2.67    0.00   -0.69
   -71.25   -32.75    1977     132       1   -0.50   -2.26   -0.00    0.80    0.56   -1.41
   -71.25   -32.75    1977     132       2   -0.50   -1.05   -0.00    3.66    0.00    2.12
   -71.25   -32.75    1977     132       3   -0.50   -3.52   -0.00    1.99    0.61   -1.42
   -71.25   -32.75    1977     132       4   -0.50   -0.86   -0.00    3.60    0.00    2.23
   -71.25   -32.75    1977     133       0   -0.50   -1.90   -0.00    1.73    0.00   -0.66
   -71.25   -32.75    1977     133       1   -0.50   -2.30   -0.00    3.07    0.54    0.81
   -71.25   -32.75    1977     133       2   -0.50   -2.90   -0.00    0.87    0.04   -2.49
   -71.25   -32.75    1977     133       3   -0.50   -2.27   -0.00    2.55    0.00   -0.22
   -71.25   -32.75    1977     133       4   -0.50   -1.26   -0.00    5.25    0.00    3.49
   -71.25   -32.75    1977     134       0   -0.50   -3.40   -0.00    3.26    0.02   -0.63
   -71.25   -32.75    1977     134       1   -0.50   -0.45   -0.00    3.27    0.00    2.32
   -71.25   -32.75    1977     134       2   -0.50   -3.11   -0.00    1.17    0.04   -2.39
   -71.25   -32.75    1977     134       3   -0.50   -0.85   -0.00    0.96    0.70    0.31
   -71.25   -32.75    1977     134       4   -0.50   -2.96   -0.00    2.41    0.03   -1.02
   -71.25   -32.75    1977     140       0   -0.50   -1.97   -0.00    3.06    0.00    0.60
   -71.25   -32.75    1977     140       1   -0.50   -3.26   -0.00    1.20    0.18   -2.39
   -71.25   -32.75    1977     140       2   -0.50   -0.66   -0.00    0.41    0.59   -0.16
   -71.25   -32.75    1977     140       3   -0.50   -0.94   -0.00    3.91    0.00    2.47
   -71.25   -32.75    1977     140       4   -0.50   -1.31   -0.00   31.89    0.00   30.07
   -71.25   -32.75    1977     160       0   -0.50   -0.54   -0.00    2.31    0.00    1.28
   -71.25   -32.75    1977     160       1   -0.50   -3.02   -0.00    1.97    0.01   -1.54
   -71.25   -32.75    1977     160       2   -0.50   -1.00   -0.00    4.39    0.00    2.88
   -71.25   -32.75    1977     160       3   -0.50   -2.75   -0.00    0.72    0.00   -2.52
   -71.25   -32.75    1977     160       4   -0.50   -3.31   -0.00    2.30    0.02   -1.49
   -71.25   -32.75    1978       0       0   -0.50   -2.06   -0.00    1.65    0.39   -0.52
   -71.25   -32.75    1978       0       1   -0.50   -0.91   -0.00    3.38    0.12    2.10
   -71.25   -32.75    1978       0       2   -0.50   -1.31   -0.00    2.45    0.10    0.74
   -71.25   -32.75    1978       0       3   -0.50   -1.31   -0.00    0.82    0.94   -0.05
   -71.25   -32.75    1978       0       4   -0.50   -0.94   -0.00    0.60    0.82   -0.02
   -71.25   -32.75    1978     110       0   -0.50   -3.51   -0.00    1.20    0.09   -2.72
   -71.25   -32.75    1978     110       1   -0.50   -3.16   -0.00    1.22    0.57   -1.88
   -71.25   -32.75    1978     110       2   -0.50   -1.51   -0.00    2.10    0.01    0.09
   -71.25   -32.75    1978     110       3   -0.50   -0.78   -0.00    2.57    0.01    1.29
   -71.25   -32.75    1978     110       4   -0.50   -3.38   -0.00    1.21    0.62   -2.05
   -71.25   -32.75    1978     131       0   -0.50   -2.71   -0.00    1.91    0.00   -1.30
   -71.25   -32.75    1978     131       1   -0.50   -1.46   -0.00    4.60    0.01    2.65
   -71.25   -32.75    1978     131       2   -0.50   -3.54   -0.00    1.41    0.06   -2.56
   -71.25   -32.75    1978     131       3   -0.50   -3.60   -0.00    0.75    0.00   -3.34
   -71.25   -32.75    1978     131       4   -0.50   -1.05   -0.00    2.00    0.01    0.45
   -71.25   -32.75    1978     132       0   -0.50   -3.56   -0.00    1.64    0.01   -2.42
   -71.25   -32.75    1978     132       1   -0.50   -2.88   -0.00    0.79    0.81   -1.77
   -71.25   -32.75    1978     132       2   -0.50   -1.59   -0.00    2.89    0.00    0.81
   -71.25   -32.75    1978     132       3   -0.50   -3.65   -0.00    1.40    0.64   -2.12
   -71.25   -32.75    1978     132       4   -0.50   -1.57   -0.00   26.39    0.01   24.32
   -71.25   -32.75    1978     133       0   -0.50   -3.12   -0.00    1.44    0.00   -2.18
   -71.25   -32.75    1978     133       1   -0.50   -3.34   -0.00    1.68    0.68   -1.48
   -71.25   -32.75    1978     133       2   -0.50   -3.33   -0.00    0.84    0.09   -2.89
   -71.25   -32.75    1978     133       3   -0.50   -3.15   -0.00    1.74    0.01   -1.91
   -71.25   -32.75    1978     133       4   -0.50   -1.29   -0.00    3.51    0.00    1.73
   -71.25   -32.75    1978     134       0   -0.50   -3.80   -0.00    1.72    0.06   -2.53
   -71.25   -32.75    1978     134       1   -0.50   -1.07   -0.00    2.92    0.01    1.36
   -71.25   -32.75    1978     134       2   -0.50   -3.41   -0.00    1.01    0.63   -2.28
   -71.25   -32.75    1978     134       3   -0.50   -1.24   -0.00    0.92    0.76   -0.06
   -71.25   -32.75    1978     134       4   -0.50   -3.70   -0.00    1.79    0.07   -2.34
   -71.25   -32.75    1978     140       0   -0.50   -2.63   -0.00    2.04    0.01   -1.08
   -71.25   -32.75    1978     140       1   -0.50   -3.71   -0.00    1.10    0.39   -2.73
   -71.25   -32.75    1978     140       2   -0.50   -1.38   -0.00    0.39    0.88   -0.61
   -71.25   -32.75    1978     140       3   -0.50   -1.20   -0.00    2.55    0.01    0.85
   -71.25   -32.75    1978     140       4   -0.50   -0.53   -0.00    1.97    0.01    0.94
   -71.25   -32.75    1978     160       0   -0.50   -1.11   -0.00    2.21    0.02    0.61
   -71.25   -32.75    1978     160       1   -0.50   -3.69   -0.00    1.47    0.04   -2.68
   -71.25   -32.75    1978     160       2   -0.50   -1.37   -0.00    2.81    0.01    0.95
   -71.25   -32.75    1978     160       3   -0.50   -2.78   -0.00    0.72    0.01   -2.55
   -71.25   -32.75    1978     160       4   -0.50   -3.29   -0.00    1.61    0.04   -2.14
   -71.25   -32.75    1979       0       0   -0.50   -1.87   -0.00    1.54    0.02   -0.81
   -71.25   -32.75    1979       0       1   -0.50   -1.10   -0.00    3.96    0.00    2.36
   -71.25   -32.75    1979       0       2   -0.50   -1.02   -0.00    2.70    0.00    1.18
   -71.25   -32.75    1979       0       3   -0.50   -1.02   -0.00    3.60    0.17    2.25
   -71.25   -32.75    1979       0       4   -0.50   -0.58   -0.00    0.62    0.39   -0.08
   -71.25   -32.75    1979     110       0   -0.50   -3.50   -0.00    1.10    0.43   -2.48
   -71.25   -32.75    1979     110       1   -0.50   -3.19   -0.00    1.17    0.80   -1.72
   -71.25   -32.75    1979     110       2   -0.50   -1.45   -0.00    2.23    0.00    0.28
   -71.25   -32.75    1979     110       3   -0.50   -0.98   -0.00    2.26    0.00    0.78
   -71.25   -32.75    1979     110       4   -0.50   -3.30   -0.00    1.15    0.91   -1.74
   -71.25   -32.75    1979     131       0   -0.50   -2.69   -0.00    1.69    0.00   -1.51
   -71.25   -32.75    1979     131       1   -0.50   -1.72   -0.00    8.09    0.00    5.87
   -71.25   -32.75    1979     131       2   -0.50   -3.43   -0.00    1.33    0.78   -1.83
   -71.25   -32.75    1979     131       3   -0.50   -3.51   -0.00    0.74    0.00   -3.28
   -71.25   -32.75    1979     131       4   -0.50   -2.74   -0.00    2.03    0.00   -1.21
   -71.25   -32.75    1979     132       0   -0.50   -3.45   -0.00    1.51    0.00   -2.45
   -71.25   -32.75    1979     132       1   -0.50   -2.92   -0.00    0.84    0.85   -1.74
   -71.25   -32.75    1979     132       2   -0.50   -1.26   -0.00    2.85    0.00    1.08
   -71.25   -32.75    1979     132       3   -0.50   -3.67   -0.00    1.35    0.98   -1.83
   -71.25   -32.75    1979     132       4   -0.50   -1.73   -0.00    1.55    0.00   -0.68
   -71.25   -32.75    1979     133       0   -0.50   -3.23   -0.00    1.49    0.00   -2.24
   -71.25   -32.75    1979     133       1   -0.50   -3.37   -0.00    1.55    0.93   -1.39
   -71.25   -32.75    1979     133       2   -0.50   -0.40   -0.00    0.62    1.18    0.89
   -71.25   -32.75    1979     133       3   -0.50   -2.40   -0.00    1.59    0.00   -1.31
   -71.25   -32.75    1979     133       4   -0.50   -1.35   -0.00    2.88    0.00    1.02
   -71.25   -32.75    1979     134       0   -0.50   -3.09   -0.00    1.57    0.02   -2.01
   -71.25   -32.75    1979     134       1   -0.50   -1.31   -0.00    2.99    0.00    1.18
   -71.25   -32.75    1979     134       2   -0.50   -3.48   -0.00    0.97    1.06   -1.95
   -71.25   -32.75    1979     134       3   -0.50   -1.11   -0.00    0.96    0.03   -0.62
   -71.25   -32.75    1979     134       4   -0.50   -3.48   -0.00    1.69    0.01   -2.28
   -71.25   -32.75    1979     140       0   -0.50   -2.45   -0.00    1.67    0.00   -1.28
   -71.25   -32.75    1979     140       1   -0.50   -3.65   -0.00    1.06    0.87   -2.22
   -71.25   -32.75    1979     140       2   -0.50   -1.18   -0.00    0.38    1.03   -0.27
   -71.25   -32.75    1979     140       3   -0.50   -1.19   -0.00   35.33    0.00   33.63
   -71.25   -32.75    1979     140       4   -0.50   -0.80   -0.00    2.37    0.00    1.06
   -71.25   -32.75    1979     160       0   -0.50   -1.06   -0.00    2.22    0.00    0.66
   -71.25   -32.75    1979     160       1   -0.50   -3.81   -0.00    1.47    0.01   -2.83
   -71.25   -32.75    1979     160       2   -0.50   -1.22   -0.00    2.72    0.00    1.00
   -71.25   -32.75    1979     160       3   -0.50   -3.30   -0.00    1.54    0.00   -2.25
   -71.25   -32.75    1979     160       4   -0.50   -3.49   -0.00    1.47    0.01   -2.52
   -71.25   -32.75    1980       0       0   -0.50   -2.11   -0.00    4.20    0.11    1.69
   -71.25   -32.75    1980       0       1   -0.50   -1.49   -0.00   27.31    0.04   25.36
   -71.25   -32.75    1980       0       2   -0.50   -1.62   -0.00    8.79    0.04    6.71
   -71.25   -32.75    1980       0       3   -0.50   -1.50   -0.00   28.77    0.30   27.07
   -71.25   -32.75    1980       0       4   -0.50   -0.75   -0.00    0.59    0.25   -0.41
   -71.25   -32.75    1980     110       0   -0.50   -3.13   -0.00    1.99    0.26   -1.37
   -71.25   -32.75    1980     110       1   -0.50   -2.83   -0.00    2.13    0.28   -0.93
   -71.25   -32.75    1980     110       2   -0.50   -1.71   -0.00    5.55    0.00    3.34
   -71.25   -32.75    1980     110       3   -0.50   -1.51   -0.00    6.98    0.00    4.96
   -71.25   -32.75    1980     110       4   -0.50   -2.74   -0.00    1.76    0.39   -1.10
   -71.25   -32.75    1980     131       0   -0.50   -3.32   -0.00    5.37    0.00    1.54
   -71.25   -32.75    1980     131       1   -0.50   -1.92   -0.00   34.73    0.00   32.31
   -71.25   -32.75    1980     131       2   -0.50   -3.06   -0.00    2.82    0.21   -0.54
   -71.25   -32.75    1980     131       3   -0.50   -3.48   -0.00    0.66    0.00   -3.32
   -71.25   -32.75    1980     131       4   -0.50   -1.38   -0.00    7.86    0.01    5.98
   -71.25   -32.75    1980     132       0   -0.50   -3.33   -0.00    3.28    0.00   -0.55
   -71.25   -32.75    1980     132       1   -0.50   -2.97   -0.00   25.19    0.26   21.98
   -71.25   -32.75    1980     132       2   -0.50   -1.51   -0.00   42.56    0.00   40.55
   -71.25   -32.75    1980     132       3   -0.50   -3.03   -0.00    4.37    0.23    1.06
   -71.25   -32.75    1980     132       4   -0.50   -0.94   -0.00    7.08    0.00    5.64
   -71.25   -32.75    1980     133       0   -0.50   -3.52   -0.00    5.76    0.00    1.73
   -71.25   -32.75    1980     133       1   -0.50   -2.82   -0.00    3.30    0.42    0.40
   -71.25   -32.75    1980     133       2   -0.50   -1.09   -0.00    0.63    0.47   -0.49
   -71.25   -32.75    1980     133       3   -0.50   -3.22   -0.00    4.99    0.00    1.26
   -71.25   -32.75    1980     133       4   -0.50   -1.69   -0.00   53.03    0.00   50.83
   -71.25   -32.75    1980     134       0   -0.50   -3.31   -0.00    3.67    0.09   -0.05
   -71.25   -32.75    1980     134       1   -0.50   -1.81   -0.00   10.14    0.00    7.82
   -71.25   -32.75    1980     134       2   -0.50   -3.01   -0.00    1.29    0.34   -1.89
