      Lon      Lat    Year   Stand   Patch    VegC LitterC   SoilC     Total
   -71.25   -32.75    1960     131       0   6.160   0.241   7.122    13.524
   -71.25   -32.75    1960     131       1   6.439   0.411   7.031    13.881
   -71.25   -32.75    1960     131       2   7.049   0.223   7.257    14.529
   -71.25   -32.75    1960     131       3   7.629   0.204   7.025    14.857
   -71.25   -32.75    1960     131       4   7.903   0.334   7.080    15.317
   -71.25   -32.75    1960     132       0   8.263   0.453   7.041    15.757
   -71.25   -32.75    1960     132       1   8.929   0.504   6.782    16.216
   -71.25   -32.75    1960     132       2   9.336   0.404   6.575    16.315
   -71.25   -32.75    1960     132       3   9.782   0.591   6.879    17.252
   -71.25   -32.75    1960     132       4   9.782   0.596   7.020    17.399
   -71.25   -32.75    1960     133       0  10.487   0.329   7.266    18.082
   -71.25   -32.75    1960     133       1  11.023   0.399   6.974    18.396
   -71.25   -32.75    1960     133       2  11.414   0.256   6.845    18.516
   -71.25   -32.75    1960     133       3  12.010   0.218   6.987    19.216
   -71.25   -32.75    1960     133       4  12.572   0.240   6.879    19.691
   -71.25   -32.75    1960     134       0  13.091   0.312   7.139    20.543
   -71.25   -32.75    1960     134       1  13.537   0.292   7.030    20.859
   -71.25   -32.75    1960     134       2  14.303   0.364   7.346    22.012
   -71.25   -32.75    1960     134       3  14.663   0.331   6.933    21.927
   -71.25   -32.75    1960     134       4  15.098   0.232   6.903    22.233
   -71.25   -32.75    1960     140       0  15.956   0.297   7.064    23.317
   -71.25   -32.75    1960     140       1  16.638   0.385   6.988    24.010
   -71.25   -32.75    1960     140       2  17.155   0.285   6.745    24.185
   -71.25   -32.75    1960     140       3  17.648   0.291   6.637    24.576
   -71.25   -32.75    1960     140       4  17.648   0.475   6.798    24.921
   -71.25   -32.75    1960     160       0  18.234   0.292   6.561    25.088
   -71.25   -32.75    1960     160       1  18.932   0.323   6.757    26.011
   -71.25   -32.75    1960     160       2  19.629   0.319   6.955    26.903
   -71.25   -32.75    1960     160       3  20.283   0.227   6.867    27.377
   -71.25   -32.75    1960     160       4  20.908   0.373   6.359    27.640
   -71.25   -32.75    1961       0       0   0.497   0.299  10.430    11.225
   -71.25   -32.75    1961       0       1   1.901   0.409  10.498    12.809
   -71.25   -32.75    1961       0       2   2.155   0.340  10.516    13.011
   -71.25   -32.75    1961       0       3   2.713   0.296  10.313    13.322
   -71.25   -32.75    1961       0       4   3.106   0.342  10.464    13.913
   -71.25   -32.75    1961     110       0   4.056   0.391   7.237    11.685
   -71.25   -32.75    1961     110       1   4.602   0.334   6.769    11.706
   -71.25   -32.75    1961     110       2   5.588   0.377   7.110    13.076
   -71.25   -32.75    1961     110       3   6.322   0.322   6.948    13.592
   -71.25   -32.75    1961     110       4   6.927   0.371   6.883    14.181
   -71.25   -32.75    1961     131       0   7.893   0.218   7.117    15.228
   -71.25   -32.75    1961     131       1   8.403   0.364   7.031    15.798
   -71.25   -32.75    1961     131       2   8.782   0.210   7.267    16.259
   -71.25   -32.75    1961     131       3   9.494   0.185   7.023    16.702
   -71.25   -32.75    1961     131       4  10.053   0.345   7.120    17.518
   -71.25   -32.75    1961     132       0  10.597   0.350   7.006    17.953
   -71.25   -32.75    1961     132       1  11.449   0.487   6.778    18.715
   -71.25   -32.75    1961     132       2  11.979   0.379   6.573    18.932
   -71.25   -32.75    1961     132       3  12.516   0.546   6.873    19.935
   -71.25   -32.75    1961     132       4  13.861   0.431   6.958    21.250
   -71.25   -32.75    1961     133       0  14.776   0.297   7.269    22.342
   -71.25   -32.75    1961     133       1  15.549   0.317   6.946    22.813
   -71.25   -32.75    1961     133       2  16.130   0.176   6.812    23.118
   -71.25   -32.75    1961     133       3  16.800   0.192   6.983    23.975
   -71.25   -32.75    1961     133       4  17.495   0.232   6.900    24.627
   -71.25   -32.75    1961     134       0  18.107   0.287   7.146    25.540
   -71.25   -32.75    1961     134       1  18.756   0.225   6.993    25.975
   -71.25   -32.75    1961     134       2  19.750   0.323   7.338    27.411
   -71.25   -32.75    1961     134       3  20.252   0.256   6.904    27.412
   -71.25   -32.75    1961     134       4  20.843   0.221   6.888    27.951
   -71.25   -32.75    1961     140       0  21.942   0.271   7.055    29.268
   -71.25   -32.75    1961     140       1  22.778   0.345   6.980    30.103
   -71.25   -32.75    1961     140       2  23.434   0.257   6.761    30.452
   -71.25   -32.75    1961     140       3  24.097   0.284   6.643    31.024
   -71.25   -32.75    1961     140       4  25.461   0.301   6.724    32.486
   -71.25   -32.75    1961     160       0  26.167   0.285   6.576    33.028
   -71.25   -32.75    1961     160       1  27.029   0.288   6.749    34.067
   -71.25   -32.75    1961     160       2  27.894   0.284   6.946    35.124
   -71.25   -32.75    1961     160       3  28.658   0.201   6.854    35.713
   -71.25   -32.75    1961     160       4  29.444   0.358   6.382    36.185
   -71.25   -32.75    1962       0       0   0.527   0.282  10.440    11.250
   -71.25   -32.75    1962       0       1   0.963   0.288  10.451    11.702
   -71.25   -32.75    1962       0       2   1.365   0.389  10.580    12.333
   -71.25   -32.75    1962       0       3   1.911   0.296  10.338    12.545
   -71.25   -32.75    1962       0       4   2.408   0.259  10.446    13.112
   -71.25   -32.75    1962     110       0   2.787   0.400   7.264    10.451
   -71.25   -32.75    1962     110       1   3.483   0.352   6.773    10.608
   -71.25   -32.75    1962     110       2   4.394   0.380   7.138    11.912
   -71.25   -32.75    1962     110       3   5.203   0.319   6.966    12.488
   -71.25   -32.75    1962     110       4   5.836   0.342   6.887    13.065
   -71.25   -32.75    1962     131       0   7.009   0.217   7.114    14.340
   -71.25   -32.75    1962     131       1   7.755   0.304   7.009    15.068
   -71.25   -32.75    1962     131       2   8.128   0.252   7.310    15.690
   -71.25   -32.75    1962     131       3   8.936   0.179   7.019    16.134
   -71.25   -32.75    1962     131       4   9.798   0.265   7.083    17.145
   -71.25   -32.75    1962     132       0  10.123   0.313   6.997    17.433
   -71.25   -32.75    1962     132       1  11.107   0.479   6.780    18.366
   -71.25   -32.75    1962     132       2  11.573   0.361   6.583    18.517
   -71.25   -32.75    1962     132       3  11.909   0.516   6.878    19.302
   -71.25   -32.75    1962     132       4  12.589   0.312   6.918    19.819
   -71.25   -32.75    1962     133       0  13.682   0.288   7.273    21.244
   -71.25   -32.75    1962     133       1  14.703   0.312   6.946    21.961
   -71.25   -32.75    1962     133       2  15.398   0.167   6.805    22.371
   -71.25   -32.75    1962     133       3  16.103   0.183   6.979    23.264
   -71.25   -32.75    1962     133       4  16.833   0.224   6.917    23.973
   -71.25   -32.75    1962     134       0  17.437   0.267   7.153    24.857
   -71.25   -32.75    1962     134       1  17.437   0.211   6.980    24.628
   -71.25   -32.75    1962     134       2  18.601   0.310   7.331    26.242
   -71.25   -32.75    1962     134       3  19.126   0.229   6.899    26.255
   -71.25   -32.75    1962     134       4  19.840   0.222   6.884    26.946
   -71.25   -32.75    1962     140       0  21.096   0.267   7.049    28.413
   -71.25   -32.75    1962     140       1  22.074   0.324   6.973    29.370
   -71.25   -32.75    1962     140       2  22.757   0.244   6.782    29.783
   -71.25   -32.75    1962     140       3  23.031   0.282   6.663    29.976
   -71.25   -32.75    1962     140       4  23.794   0.200   6.680    30.673
   -71.25   -32.75    1962     160       0  24.487   0.271   6.598    31.357
   -71.25   -32.75    1962     160       1  25.473   0.274   6.742    32.488
   -71.25   -32.75    1962     160       2  26.469   0.270   6.938    33.678
   -71.25   -32.75    1962     160       3  27.320   0.190   6.840    34.350
   -71.25   -32.75    1962     160       4  28.183   0.343   6.408    34.934
   -71.25   -32.75    1963       0       0   0.557   0.277  10.466    11.299
   -71.25   -32.75    1963       0       1   1.045   0.537  10.592    12.175
   -71.25   -32.75    1963       0       2   1.569   0.275  10.552    12.396
   -71.25   -32.75    1963       0       3   1.836   0.287  10.367    12.490
   -71.25   -32.75    1963       0       4   2.381   0.241  10.448    13.071
   -71.25   -32.75    1963     110       0   2.889   0.419   7.315    10.623
   -71.25   -32.75    1963     110       1   3.744   0.329   6.775    10.848
   -71.25   -32.75    1963     110       2   4.494   0.382   7.165    12.041
   -71.25   -32.75    1963     110       3   5.561   0.325   6.991    12.877
   -71.25   -32.75    1963     110       4   6.305   0.317   6.891    13.512
   -71.25   -32.75    1963     131       0   7.625   0.221   7.118    14.965
   -71.25   -32.75    1963     131       1   8.623   0.285   7.007    15.915
   -71.25   -32.75    1963     131       2   9.231   0.224   7.299    16.754
   -71.25   -32.75    1963     131       3  10.157   0.175   7.016    17.348
   -71.25   -32.75    1963     131       4  11.278   0.253   7.079    18.610
   -71.25   -32.75    1963     132       0  11.839   0.346   7.030    19.215
   -71.25   -32.75    1963     132       1  12.948   0.469   6.787    20.205
   -71.25   -32.75    1963     132       2  13.550   0.374   6.617    20.541
   -71.25   -32.75    1963     132       3  14.022   0.516   6.907    21.445
   -71.25   -32.75    1963     132       4  14.989   0.457   7.055    22.501
   -71.25   -32.75    1963     133       0  15.917   0.279   7.287    23.483
   -71.25   -32.75    1963     133       1  16.512   0.305   6.952    23.768
   -71.25   -32.75    1963     133       2  17.374   0.169   6.810    24.353
   -71.25   -32.75    1963     133       3  18.208   0.175   6.975    25.358
   -71.25   -32.75    1963     133       4  18.400   0.219   6.934    25.553
   -71.25   -32.75    1963     134       0  19.101   0.251   7.159    26.511
   -71.25   -32.75    1963     134       1  19.101   0.721   7.062    26.884
   -71.25   -32.75    1963     134       2  20.489   0.333   7.338    28.160
   -71.25   -32.75    1963     134       3  20.722   0.219   6.904    27.845
   -71.25   -32.75    1963     134       4  21.393   0.221   6.889    28.504
   -71.25   -32.75    1963     140       0  22.834   0.300   7.057    30.192
   -71.25   -32.75    1963     140       1  23.358   0.307   6.969    30.634
   -71.25   -32.75    1963     140       2  24.111   0.233   6.805    31.149
   -71.25   -32.75    1963     140       3  24.111   0.318   6.717    31.146
   -71.25   -32.75    1963     140       4  25.111   0.351   6.814    32.275
   -71.25   -32.75    1963     160       0  25.776   0.255   6.622    32.653
   -71.25   -32.75    1963     160       1  26.623   0.276   6.743    33.642
   -71.25   -32.75    1963     160       2  27.378   0.260   6.937    34.575
   -71.25   -32.75    1963     160       3  28.334   0.181   6.827    35.342
   -71.25   -32.75    1963     160       4  29.260   0.323   6.432    36.015
   -71.25   -32.75    1964       0       0   0.536   0.260  10.487    11.283
   -71.25   -32.75    1964       0       1   1.023   0.373  10.570    11.966
   -71.25   -32.75    1964       0       2   1.235   0.249  10.553    12.036
   -71.25   -32.75    1964       0       3   1.580   0.335  10.427    12.342
   -71.25   -32.75    1964       0       4   1.779   0.231  10.460    12.470
   -71.25   -32.75    1964     110       0   2.097   0.311   7.260     9.668
   -71.25   -32.75    1964     110       1   3.044   0.302   6.782    10.129
   -71.25   -32.75    1964     110       2   3.704   0.363   7.185    11.251
   -71.25   -32.75    1964     110       3   4.878   0.296   7.000    12.173
   -71.25   -32.75    1964     110       4   5.660   0.279   6.886    12.826
   -71.25   -32.75    1964     131       0   6.388   0.259   7.135    13.782
   -71.25   -32.75    1964     131       1   7.549   0.277   7.013    14.838
   -71.25   -32.75    1964     131       2   8.340   0.170   7.271    15.782
   -71.25   -32.75    1964     131       3   8.801   0.205   7.016    16.022
   -71.25   -32.75    1964     131       4  10.072   0.258   7.094    17.424
   -71.25   -32.75    1964     132       0  10.815   0.267   6.994    18.076
   -71.25   -32.75    1964     132       1  11.433   0.448   6.799    18.679
   -71.25   -32.75    1964     132       2  11.698   0.319   6.613    18.630
   -71.25   -32.75    1964     132       3  12.245   0.424   6.887    19.556
   -71.25   -32.75    1964     132       4  13.118   0.352   7.053    20.522
   -71.25   -32.75    1964     133       0  13.834   0.277   7.306    21.417
   -71.25   -32.75    1964     133       1  14.717   0.351   7.007    22.074
   -71.25   -32.75    1964     133       2  15.685   0.161   6.811    22.657
   -71.25   -32.75    1964     133       3  16.609   0.159   6.965    23.732
   -71.25   -32.75    1964     133       4  17.011   0.256   6.981    24.248
   -71.25   -32.75    1964     134       0  17.756   0.220   7.154    25.130
   -71.25   -32.75    1964     134       1  19.213   0.486   7.004    26.702
   -71.25   -32.75    1964     134       2  20.060   0.313   7.345    27.717
   -71.25   -32.75    1964     134       3  20.403   0.253   6.936    27.592
   -71.25   -32.75    1964     134       4  21.173   0.328   6.911    28.412
   -71.25   -32.75    1964     140       0  22.506   0.283   7.065    29.853
   -71.25   -32.75    1964     140       1  22.975   0.336   7.001    30.312
   -71.25   -32.75    1964     140       2  23.757   0.205   6.814    30.777
   -71.25   -32.75    1964     140       3  23.757   0.563   6.741    31.061
   -71.25   -32.75    1964     140       4  24.483   0.266   6.809    31.558
   -71.25   -32.75    1964     160       0  24.691   0.242   6.633    31.567
   -71.25   -32.75    1964     160       1  25.397   0.300   6.746    32.443
   -71.25   -32.75    1964     160       2  26.026   0.318   6.941    33.284
   -71.25   -32.75    1964     160       3  26.799   0.172   6.815    33.785
   -71.25   -32.75    1964     160       4  27.762   0.290   6.448    34.500
   -71.25   -32.75    1965       0       0   0.557   0.257  10.500    11.313
   -71.25   -32.75    1965       0       1   1.113   0.336  10.552    12.001
   -71.25   -32.75    1965       0       2   1.444   0.326  10.610    12.379
   -71.25   -32.75    1965       0       3   1.878   0.253  10.396    12.526
   -71.25   -32.75    1965       0       4   2.153   0.278  10.498    12.928
   -71.25   -32.75    1965     110       0   2.604   0.291   7.252    10.146
   -71.25   -32.75    1965     110       1   3.647   0.298   6.788    10.733
   -71.25   -32.75    1965     110       2   4.427   0.335   7.185    11.947
   -71.25   -32.75    1965     110       3   5.500   0.317   7.026    12.843
   -71.25   -32.75    1965     110       4   6.355   0.270   6.881    13.506
   -71.25   -32.75    1965     131       0   7.199   0.303   7.186    14.688
   -71.25   -32.75    1965     131       1   7.199   0.290   7.025    14.513
   -71.25   -32.75    1965     131       2   7.930   0.169   7.260    15.359
   -71.25   -32.75    1965     131       3   8.568   0.239   7.043    15.849
   -71.25   -32.75    1965     131       4   9.745   0.284   7.118    17.146
   -71.25   -32.75    1965     132       0  10.633   0.254   6.980    17.867
   -71.25   -32.75    1965     132       1  11.350   0.469   6.836    18.655
   -71.25   -32.75    1965     132       2  11.709   0.330   6.642    18.680
   -71.25   -32.75    1965     132       3  12.305   0.394   6.881    19.581
   -71.25   -32.75    1965     132       4  13.100   0.359   7.079    20.538
   -71.25   -32.75    1965     133       0  13.479   0.276   7.313    21.068
   -71.25   -32.75    1965     133       1  14.557   0.298   6.972    21.828
   -71.25   -32.75    1965     133       2  15.628   0.168   6.812    22.609
   -71.25   -32.75    1965     133       3  16.672   0.163   6.955    23.790
   -71.25   -32.75    1965     133       4  17.321   0.178   6.939    24.437
   -71.25   -32.75    1965     134       0  18.147   0.214   7.147    25.508
   -71.25   -32.75    1965     134       1  18.901   0.348   6.959    26.207
   -71.25   -32.75    1965     134       2  19.135   0.358   7.392    26.884
   -71.25   -32.75    1965     134       3  19.572   0.195   6.896    26.663
   -71.25   -32.75    1965     134       4  20.408   0.294   6.913    27.615
   -71.25   -32.75    1965     140       0  21.746   0.312   7.076    29.134
   -71.25   -32.75    1965     140       1  22.203   0.295   6.973    29.471
   -71.25   -32.75    1965     140       2  22.832   0.200   6.820    29.852
   -71.25   -32.75    1965     140       3  24.134   0.401   6.706    31.241
   -71.25   -32.75    1965     140       4  24.868   0.307   6.830    32.006
   -71.25   -32.75    1965     160       0  25.167   0.270   6.676    32.113
   -71.25   -32.75    1965     160       1  25.597   0.301   6.739    32.637
   -71.25   -32.75    1965     160       2  26.271   0.289   6.931    33.491
   -71.25   -32.75    1965     160       3  27.036   0.215   6.803    34.055
   -71.25   -32.75    1965     160       4  28.071   0.284   6.460    34.815
   -71.25   -32.75    1966       0       0   0.604   0.237  10.508    11.350
   -71.25   -32.75    1966       0       1   0.905   0.299  10.546    11.750
   -71.25   -32.75    1966       0       2   1.518   0.244  10.578    12.340
   -71.25   -32.75    1966       0       3   1.825   0.223  10.387    12.434
   -71.25   -32.75    1966       0       4   2.232   0.196  10.460    12.889
   -71.25   -32.75    1966     110       0   2.905   0.228   7.202    10.335
   -71.25   -32.75    1966     110       1   3.995   0.288   6.796    11.078
   -71.25   -32.75    1966     110       2   4.448   0.292   7.181    11.920
   -71.25   -32.75    1966     110       3   5.502   0.324   7.065    12.890
   -71.25   -32.75    1966     110       4   6.400   0.254   6.876    13.531
   -71.25   -32.75    1966     131       0   7.287   0.244   7.153    14.684
   -71.25   -32.75    1966     131       1   7.287   1.199   7.156    15.643
   -71.25   -32.75    1966     131       2   7.687   0.337   7.280    15.305
   -71.25   -32.75    1966     131       3   8.455   0.175   7.000    15.630
   -71.25   -32.75    1966     131       4   9.569   0.302   7.156    17.027
   -71.25   -32.75    1966     132       0  10.581   0.253   6.976    17.811
   -71.25   -32.75    1966     132       1  11.296   0.406   6.814    18.516
   -71.25   -32.75    1966     132       2  11.347   0.271   6.623    18.241
   -71.25   -32.75    1966     132       3  11.984   0.361   6.881    19.227
   -71.25   -32.75    1966     132       4  12.801   0.343   7.107    20.252
   -71.25   -32.75    1966     133       0  13.329   0.257   7.321    20.906
   -71.25   -32.75    1966     133       1  14.492   0.276   6.976    21.743
   -71.25   -32.75    1966     133       2  15.640   0.173   6.820    22.633
   -71.25   -32.75    1966     133       3  16.802   0.165   6.951    23.918
   -71.25   -32.75    1966     133       4  17.661   0.165   6.928    24.755
   -71.25   -32.75    1966     134       0  18.573   0.204   7.142    25.919
   -71.25   -32.75    1966     134       1  19.525   0.476   7.111    27.113
   -71.25   -32.75    1966     134       2  19.850   0.329   7.400    27.579
   -71.25   -32.75    1966     134       3  20.355   0.185   6.883    27.423
   -71.25   -32.75    1966     134       4  21.261   0.286   6.925    28.471
   -71.25   -32.75    1966     140       0  22.624   0.291   7.089    30.004
   -71.25   -32.75    1966     140       1  23.181   0.305   6.946    30.432
   -71.25   -32.75    1966     140       2  23.977   0.351   6.843    31.170
   -71.25   -32.75    1966     140       3  24.300   0.273   6.678    31.250
   -71.25   -32.75    1966     140       4  25.123   0.266   6.837    32.227
   -71.25   -32.75    1966     160       0  25.554   0.208   6.642    32.405
   -71.25   -32.75    1966     160       1  26.139   0.289   6.745    33.174
   -71.25   -32.75    1966     160       2  26.967   0.271   6.917    34.155
   -71.25   -32.75    1966     160       3  27.813   0.195   6.788    34.796
   -71.25   -32.75    1966     160       4  28.915   0.267   6.471    35.653
   -71.25   -32.75    1967       0       0   0.635   0.230  10.510    11.375
   -71.25   -32.75    1967       0       1   1.073   0.331  10.563    11.967
   -71.25   -32.75    1967       0       2   1.704   0.235  10.577    12.516
   -71.25   -32.75    1967       0       3   2.128   0.275  10.419    12.822
   -71.25   -32.75    1967       0       4   2.649   0.182  10.437    13.269
   -71.25   -32.75    1967     110       0   3.228   0.207   7.164    10.599
   -71.25   -32.75    1967     110       1   3.906   0.283   6.800    10.988
   -71.25   -32.75    1967     110       2   4.485   0.328   7.210    12.024
   -71.25   -32.75    1967     110       3   5.404   0.308   7.086    12.799
   -71.25   -32.75    1967     110       4   6.448   0.245   6.867    13.560
   -71.25   -32.75    1967     131       0   7.546   0.269   7.149    14.964
   -71.25   -32.75    1967     131       1   9.002   0.865   7.115    16.982
   -71.25   -32.75    1967     131       2   9.676   0.358   7.311    17.345
   -71.25   -32.75    1967     131       3  10.664   0.157   6.977    17.797
   -71.25   -32.75    1967     131       4  11.630   0.318   7.187    19.135
   -71.25   -32.75    1967     132       0  12.764   0.257   6.974    19.994
   -71.25   -32.75    1967     132       1  13.582   0.372   6.800    20.754
   -71.25   -32.75    1967     132       2  13.726   0.288   6.641    20.654
   -71.25   -32.75    1967     132       3  14.448   0.340   6.878    21.666
   -71.25   -32.75    1967     132       4  15.182   0.338   7.117    22.638
   -71.25   -32.75    1967     133       0  15.959   0.208   7.269    23.436
   -71.25   -32.75    1967     133       1  17.318   0.270   6.979    24.567
   -71.25   -32.75    1967     133       2  18.630   0.177   6.824    25.631
   -71.25   -32.75    1967     133       3  19.990   0.172   6.946    27.109
   -71.25   -32.75    1967     133       4  21.113   0.182   6.932    28.228
   -71.25   -32.75    1967     134       0  22.205   0.200   7.133    29.538
   -71.25   -32.75    1967     134       1  23.169   0.376   7.106    30.650
   -71.25   -32.75    1967     134       2  23.661   0.231   7.329    31.221
   -71.25   -32.75    1967     134       3  24.214   0.182   6.879    31.275
   -71.25   -32.75    1967     134       4  25.309   0.266   6.930    32.504
   -71.25   -32.75    1967     140       0  26.567   0.314   7.090    33.970
   -71.25   -32.75    1967     140       1  27.311   0.261   6.909    34.481
   -71.25   -32.75    1967     140       2  28.275   0.294   6.836    35.405
   -71.25   -32.75    1967     140       3  28.937   0.455   6.848    36.239
   -71.25   -32.75    1967     140       4  29.351   0.242   6.838    36.432
   -71.25   -32.75    1967     160       0  29.599   0.182   6.627    36.409
   -71.25   -32.75    1967     160       1  30.420   0.231   6.699    37.351
   -71.25   -32.75    1967     160       2  31.230   0.251   6.895    38.376
   -71.25   -32.75    1967     160       3  32.087   0.180   6.764    39.031
   -71.25   -32.75    1967     160       4  33.319   0.256   6.476    40.050
   -71.25   -32.75    1968       0       0   0.623   0.221  10.515    11.359
   -71.25   -32.75    1968       0       1   1.172   0.272  10.532    11.977
   -71.25   -32.75    1968       0       2   1.663   0.267  10.604    12.534
   -71.25   -32.75    1968       0       3   2.147   0.222  10.392    12.761
   -71.25   -32.75    1968       0       4   2.695   0.192  10.431    13.318
   -71.25   -32.75    1968     110       0   3.115   0.268   7.162    10.545
   -71.25   -32.75    1968     110       1   3.945   0.296   6.826    11.067
   -71.25   -32.75    1968     110       2   4.675   0.263   7.170    12.108
   -71.25   -32.75    1968     110       3   5.031   0.290   7.101    12.422
   -71.25   -32.75    1968     110       4   6.178   0.232   6.858    13.268
   -71.25   -32.75    1968     131       0   7.298   0.233   7.135    14.666
   -71.25   -32.75    1968     131       1   8.028   0.616   7.086    15.730
   -71.25   -32.75    1968     131       2   8.880   0.277   7.275    16.432
   -71.25   -32.75    1968     131       3   9.963   0.149   6.960    17.072
   -71.25   -32.75    1968     131       4  10.470   0.296   7.201    17.967
   -71.25   -32.75    1968     132       0  11.693   0.302   6.983    18.978
   -71.25   -32.75    1968     132       1  12.560   0.343   6.782    19.686
   -71.25   -32.75    1968     132       2  12.806   0.220   6.611    19.637
   -71.25   -32.75    1968     132       3  13.549   0.312   6.875    20.736
   -71.25   -32.75    1968     132       4  14.264   0.313   7.128    21.705
   -71.25   -32.75    1968     133       0  15.151   0.180   7.240    22.571
   -71.25   -32.75    1968     133       1  15.941   0.262   6.983    23.186
   -71.25   -32.75    1968     133       2  17.301   0.178   6.831    24.309
   -71.25   -32.75    1968     133       3  18.758   0.177   6.948    25.884
   -71.25   -32.75    1968     133       4  20.033   0.199   6.948    27.180
   -71.25   -32.75    1968     134       0  21.234   0.195   7.127    28.556
   -71.25   -32.75    1968     134       1  21.961   0.349   7.127    29.437
   -71.25   -32.75    1968     134       2  22.607   0.187   7.278    30.071
   -71.25   -32.75    1968     134       3  23.170   0.190   6.879    30.239
   -71.25   -32.75    1968     134       4  24.372   0.246   6.936    31.554
   -71.25   -32.75    1968     140       0  25.647   0.335   7.097    33.079
   -71.25   -32.75    1968     140       1  26.506   0.236   6.880    33.622
   -71.25   -32.75    1968     140       2  27.584   0.264   6.838    34.685
   -71.25   -32.75    1968     140       3  28.493   0.308   6.813    35.614
   -71.25   -32.75    1968     140       4  29.058   0.265   6.872    36.196
   -71.25   -32.75    1968     160       0  29.424   0.223   6.655    36.302
   -71.25   -32.75    1968     160       1  30.341   0.206   6.674    37.221
   -71.25   -32.75    1968     160       2  31.117   0.235   6.885    38.237
   -71.25   -32.75    1968     160       3  31.925   0.168   6.747    38.839
   -71.25   -32.75    1968     160       4  33.232   0.241   6.481    39.953
   -71.25   -32.75    1969       0       0   0.652   0.224  10.517    11.393
   -71.25   -32.75    1969       0       1   1.295   0.259  10.520    12.074
   -71.25   -32.75    1969       0       2   1.772   0.271  10.620    12.664
   -71.25   -32.75    1969       0       3   2.302   0.226  10.386    12.914
   -71.25   -32.75    1969       0       4   2.886   0.213  10.435    13.534
   -71.25   -32.75    1969     110       0   3.431   0.262   7.143    10.836
   -71.25   -32.75    1969     110       1   4.378   0.259   6.799    11.436
   -71.25   -32.75    1969     110       2   5.254   0.239   7.154    12.647
   -71.25   -32.75    1969     110       3   5.798   0.304   7.136    13.237
   -71.25   -32.75    1969     110       4   7.008   0.230   6.853    14.092
   -71.25   -32.75    1969     131       0   8.126   0.226   7.131    15.484
   -71.25   -32.75    1969     131       1   9.076   0.691   7.243    17.011
   -71.25   -32.75    1969     131       2  10.073   0.292   7.275    17.639
   -71.25   -32.75    1969     131       3  11.202   0.157   6.953    18.312
   -71.25   -32.75    1969     131       4  11.912   0.302   7.231    19.445
   -71.25   -32.75    1969     132       0  13.140   0.290   6.988    20.419
   -71.25   -32.75    1969     132       1  14.021   0.328   6.768    21.117
   -71.25   -32.75    1969     132       2  14.476   0.245   6.637    21.358
   -71.25   -32.75    1969     132       3  15.253   0.294   6.875    22.422
   -71.25   -32.75    1969     132       4  16.035   0.285   7.131    23.451
   -71.25   -32.75    1969     133       0  17.003   0.185   7.225    24.412
   -71.25   -32.75    1969     133       1  17.911   0.293   7.019    25.223
   -71.25   -32.75    1969     133       2  18.473   0.186   6.842    25.500
   -71.25   -32.75    1969     133       3  19.939   0.191   6.957    27.087
   -71.25   -32.75    1969     133       4  21.287   0.223   6.975    28.486
   -71.25   -32.75    1969     134       0  22.575   0.203   7.126    29.904
   -71.25   -32.75    1969     134       1  23.306   0.343   7.153    30.802
   -71.25   -32.75    1969     134       2  24.073   0.173   7.238    31.485
   -71.25   -32.75    1969     134       3  24.639   0.186   6.887    31.712
   -71.25   -32.75    1969     134       4  25.922   0.245   6.947    33.114
   -71.25   -32.75    1969     140       0  27.236   0.341   7.093    34.670
   -71.25   -32.75    1969     140       1  28.164   0.230   6.861    35.256
   -71.25   -32.75    1969     140       2  29.346   0.251   6.843    36.440
   -71.25   -32.75    1969     140       3  29.809   0.283   6.827    36.919
   -71.25   -32.75    1969     140       4  30.548   0.193   6.837    37.579
   -71.25   -32.75    1969     160       0  30.548   0.185   6.624    37.357
   -71.25   -32.75    1969     160       1  31.517   0.207   6.659    38.383
   -71.25   -32.75    1969     160       2  32.409   0.253   6.879    39.541
   -71.25   -32.75    1969     160       3  33.268   0.224   6.729    40.221
   -71.25   -32.75    1969     160       4  34.432   0.235   6.487    41.154
   -71.25   -32.75    1970       0       0   0.661   0.218  10.514    11.393
   -71.25   -32.75    1970       0       1   1.328   0.270  10.519    12.118
   -71.25   -32.75    1970       0       2   1.822   0.245  10.615    12.682
   -71.25   -32.75    1970       0       3   2.359   0.221  10.387    12.967
   -71.25   -32.75    1970       0       4   2.951   0.216  10.436    13.603
   -71.25   -32.75    1970     110       0   3.630   0.217   7.101    10.948
   -71.25   -32.75    1970     110       1   4.689   0.242   6.792    11.723
   -71.25   -32.75    1970     110       2   5.658   0.242   7.147    13.047
   -71.25   -32.75    1970     110       3   6.387   0.227   7.089    13.703
   -71.25   -32.75    1970     110       4   7.577   0.231   6.851    14.659
   -71.25   -32.75    1970     131       0   8.529   0.224   7.133    15.886
   -71.25   -32.75    1970     131       1   9.425   0.543   7.241    17.209
   -71.25   -32.75    1970     131       2  10.526   0.286   7.276    18.088
   -71.25   -32.75    1970     131       3  11.621   0.163   6.950    18.734
   -71.25   -32.75    1970     131       4  12.534   0.222   7.188    19.944
   -71.25   -32.75    1970     132       0  13.750   0.284   6.996    21.031
   -71.25   -32.75    1970     132       1  14.706   0.313   6.756    21.775
   -71.25   -32.75    1970     132       2  15.300   0.224   6.631    22.155
   -71.25   -32.75    1970     132       3  16.019   0.279   6.871    23.168
   -71.25   -32.75    1970     132       4  16.905   0.266   7.126    24.297
