      Lon      Lat    Year   Stand   Patch     VegN  LitterN    SoilN     Total
   -71.25   -32.75    1989     110       1   0.0361   0.0034   0.7153    0.7547
   -71.25   -32.75    1989     110       2   0.0389   0.0039   0.7524    0.7952
   -71.25   -32.75    1989     110       3   0.0439   0.0056   0.7377    0.7873
   -71.25   -32.75    1989     110       4   0.0493   0.0045   0.7253    0.7791
   -71.25   -32.75    1989     131       0   0.0526   0.0025   0.7435    0.7987
   -71.25   -32.75    1989     131       1   0.0605   0.0043   0.7595    0.8244
   -71.25   -32.75    1989     131       2   0.0673   0.0035   0.7627    0.8335
   -71.25   -32.75    1989     131       3   0.0722   0.0028   0.7263    0.8012
   -71.25   -32.75    1989     131       4   0.0768   0.0036   0.7523    0.8327
   -71.25   -32.75    1989     132       0   0.0815   0.0023   0.7231    0.8069
   -71.25   -32.75    1989     132       1   0.0862   0.0034   0.7234    0.8130
   -71.25   -32.75    1989     132       2   0.0944   0.0046   0.7342    0.8332
   -71.25   -32.75    1989     132       3   0.0987   0.0031   0.7253    0.8271
   -71.25   -32.75    1989     132       4   0.1052   0.0043   0.7477    0.8572
   -71.25   -32.75    1989     133       0   0.1073   0.0021   0.7526    0.8620
   -71.25   -32.75    1989     133       1   0.1097   0.0038   0.7365    0.8500
   -71.25   -32.75    1989     133       2   0.1154   0.0018   0.7063    0.8234
   -71.25   -32.75    1989     133       3   0.1207   0.0035   0.7370    0.8612
   -71.25   -32.75    1989     133       4   0.1283   0.0041   0.7486    0.8810
   -71.25   -32.75    1989     134       0   0.1328   0.0031   0.7491    0.8850
   -71.25   -32.75    1989     134       1   0.1388   0.0036   0.7527    0.8952
   -71.25   -32.75    1989     134       2   0.1400   0.0026   0.7428    0.8853
   -71.25   -32.75    1989     134       3   0.1437   0.0031   0.7392    0.8860
   -71.25   -32.75    1989     134       4   0.1459   0.0030   0.7418    0.8907
   -71.25   -32.75    1989     140       0   0.1519   0.0043   0.7410    0.8971
   -71.25   -32.75    1989     140       1   0.1570   0.0018   0.7158    0.8746
   -71.25   -32.75    1989     140       2   0.1618   0.0055   0.7142    0.8814
   -71.25   -32.75    1989     140       3   0.1671   0.0036   0.7271    0.8979
   -71.25   -32.75    1989     140       4   0.1746   0.0044   0.7223    0.9012
   -71.25   -32.75    1989     160       0   0.1796   0.0072   0.7090    0.8958
   -71.25   -32.75    1989     160       1   0.1851   0.0034   0.6928    0.8813
   -71.25   -32.75    1989     160       2   0.1862   0.0030   0.7205    0.9097
   -71.25   -32.75    1989     160       3   0.1900   0.0018   0.7016    0.8934
   -71.25   -32.75    1989     160       4   0.1959   0.0021   0.6901    0.8881
