      Lon      Lat    Year   Stand   Patch     VegN  LitterN    SoilN     Total
   -71.25   -32.75    1959     110       2   0.0355   0.0068   0.7507    0.7930
   -71.25   -32.75    1959     110       3   0.0402   0.0040   0.7388    0.7830
   -71.25   -32.75    1959     110       4   0.0450   0.0034   0.7340    0.7825
   -71.25   -32.75    1959     131       0   0.0529   0.0039   0.7518    0.8086
   -71.25   -32.75    1959     131       1   0.0557   0.0022   0.7376    0.7955
   -71.25   -32.75    1959     131       2   0.0617   0.0022   0.7678    0.8317
   -71.25   -32.75    1959     131       3   0.0690   0.0030   0.7417    0.8138
   -71.25   -32.75    1959     131       4   0.0770   0.0042   0.7462    0.8274
   -71.25   -32.75    1959     132       0   0.0799   0.0035   0.7341    0.8174
   -71.25   -32.75    1959     132       1   0.0824   0.0018   0.7185    0.8028
   -71.25   -32.75    1959     132       2   0.0847   0.0014   0.7086    0.7946
   -71.25   -32.75    1959     132       3   0.0862   0.0022   0.7284    0.8167
   -71.25   -32.75    1959     132       4   0.0862   0.0018   0.7326    0.8206
   -71.25   -32.75    1959     133       0   0.0936   0.0034   0.7627    0.8597
   -71.25   -32.75    1959     133       1   0.0968   0.0032   0.7359    0.8360
   -71.25   -32.75    1959     133       2   0.1006   0.0040   0.7240    0.8287
   -71.25   -32.75    1959     133       3   0.1083   0.0038   0.7384    0.8505
   -71.25   -32.75    1959     133       4   0.1138   0.0017   0.7307    0.8462
   -71.25   -32.75    1959     134       0   0.1188   0.0023   0.7537    0.8747
   -71.25   -32.75    1959     134       1   0.1215   0.0026   0.7374    0.8616
   -71.25   -32.75    1959     134       2   0.1293   0.0044   0.7663    0.9000
   -71.25   -32.75    1959     134       3   0.1321   0.0025   0.7298    0.8644
   -71.25   -32.75    1959     134       4   0.1333   0.0013   0.7347    0.8693
   -71.25   -32.75    1959     140       0   0.1412   0.0040   0.7394    0.8845
   -71.25   -32.75    1959     140       1   0.1485   0.0040   0.7381    0.8905
   -71.25   -32.75    1959     140       2   0.1529   0.0021   0.7233    0.8782
   -71.25   -32.75    1959     140       3   0.1551   0.0013   0.7099    0.8663
   -71.25   -32.75    1959     140       4   0.1551   0.0026   0.7094    0.8670
   -71.25   -32.75    1959     160       0   0.1579   0.0014   0.6952    0.8545
   -71.25   -32.75    1959     160       1   0.1657   0.0041   0.7057    0.8755
   -71.25   -32.75    1959     160       2   0.1738   0.0042   0.7264    0.9044
   -71.25   -32.75    1959     160       3   0.1813   0.0037   0.7202    0.9053
   -71.25   -32.75    1959     160       4   0.1846   0.0013   0.6815    0.8674
   -71.25   -32.75    1960       0       0   0.0045   0.0048   1.1300    1.1392
   -71.25   -32.75    1960       0       1   0.0045   0.0080   1.1404    1.1529
   -71.25   -32.75    1960       0       2   0.0143   0.0056   1.1277    1.1476
   -71.25   -32.75    1960       0       3   0.0200   0.0033   1.1088    1.1321
   -71.25   -32.75    1960       0       4   0.0231   0.0040   1.1204    1.1475
   -71.25   -32.75    1960     110       0   0.0302   0.0051   0.7508    0.7861
   -71.25   -32.75    1960     110       1   0.0333   0.0020   0.7173    0.7526
   -71.25   -32.75    1960     110       2   0.0382   0.0048   0.7442    0.7871
   -71.25   -32.75    1960     110       3   0.0437   0.0027   0.7318    0.7782
   -71.25   -32.75    1960     110       4   0.0489   0.0026   0.7295    0.7810
   -71.25   -32.75    1960     131       0   0.0571   0.0039   0.7511    0.8121
   -71.25   -32.75    1960     131       1   0.0594   0.0036   0.7454    0.8084
   -71.25   -32.75    1960     131       2   0.0657   0.0030   0.7700    0.8388
   -71.25   -32.75    1960     131       3   0.0731   0.0035   0.7428    0.8194
   -71.25   -32.75    1960     131       4   0.0765   0.0043   0.7469    0.8277
   -71.25   -32.75    1960     132       0   0.0799   0.0045   0.7413    0.8257
   -71.25   -32.75    1960     132       1   0.0835   0.0021   0.7180    0.8035
   -71.25   -32.75    1960     132       2   0.0863   0.0015   0.7080    0.7958
   -71.25   -32.75    1960     132       3   0.0888   0.0023   0.7276    0.8187
   -71.25   -32.75    1960     132       4   0.0888   0.0040   0.7452    0.8380
   -71.25   -32.75    1960     133       0   0.0963   0.0039   0.7645    0.8647
   -71.25   -32.75    1960     133       1   0.1005   0.0041   0.7413    0.8460
   -71.25   -32.75    1960     133       2   0.1047   0.0047   0.7303    0.8396
   -71.25   -32.75    1960     133       3   0.1121   0.0038   0.7382    0.8542
   -71.25   -32.75    1960     133       4   0.1180   0.0026   0.7343    0.8548
   -71.25   -32.75    1960     134       0   0.1233   0.0029   0.7550    0.8812
   -71.25   -32.75    1960     134       1   0.1270   0.0035   0.7428    0.8734
   -71.25   -32.75    1960     134       2   0.1352   0.0044   0.7658    0.9054
   -71.25   -32.75    1960     134       3   0.1389   0.0036   0.7367    0.8792
   -71.25   -32.75    1960     134       4   0.1411   0.0014   0.7332    0.8756
   -71.25   -32.75    1960     140       0   0.1494   0.0040   0.7386    0.8921
   -71.25   -32.75    1960     140       1   0.1568   0.0040   0.7377    0.8985
   -71.25   -32.75    1960     140       2   0.1617   0.0016   0.7203    0.8836
   -71.25   -32.75    1960     140       3   0.1650   0.0016   0.7095    0.8761
   -71.25   -32.75    1960     140       4   0.1650   0.0051   0.7219    0.8920
   -71.25   -32.75    1960     160       0   0.1695   0.0018   0.6960    0.8673
   -71.25   -32.75    1960     160       1   0.1774   0.0040   0.7053    0.8867
   -71.25   -32.75    1960     160       2   0.1856   0.0042   0.7263    0.9161
   -71.25   -32.75    1960     160       3   0.1930   0.0037   0.7197    0.9164
   -71.25   -32.75    1960     160       4   0.1976   0.0018   0.6833    0.8827
   -71.25   -32.75    1961       0       0   0.0050   0.0031   1.1249    1.1330
   -71.25   -32.75    1961       0       1   0.0098   0.0041   1.1223    1.1361
   -71.25   -32.75    1961       0       2   0.0137   0.0054   1.1282    1.1473
   -71.25   -32.75    1961       0       3   0.0199   0.0039   1.1094    1.1332
   -71.25   -32.75    1961       0       4   0.0240   0.0050   1.1264    1.1554
   -71.25   -32.75    1961     110       0   0.0312   0.0055   0.7518    0.7885
   -71.25   -32.75    1961     110       1   0.0347   0.0017   0.7145    0.7508
   -71.25   -32.75    1961     110       2   0.0406   0.0046   0.7449    0.7901
   -71.25   -32.75    1961     110       3   0.0470   0.0031   0.7315    0.7816
   -71.25   -32.75    1961     110       4   0.0529   0.0029   0.7295    0.7852
   -71.25   -32.75    1961     131       0   0.0622   0.0036   0.7497    0.8155
   -71.25   -32.75    1961     131       1   0.0655   0.0029   0.7432    0.8115
   -71.25   -32.75    1961     131       2   0.0689   0.0033   0.7702    0.8423
   -71.25   -32.75    1961     131       3   0.0768   0.0034   0.7418    0.8220
   -71.25   -32.75    1961     131       4   0.0811   0.0046   0.7510    0.8367
   -71.25   -32.75    1961     132       0   0.0853   0.0030   0.7345    0.8228
   -71.25   -32.75    1961     132       1   0.0897   0.0024   0.7180    0.8101
   -71.25   -32.75    1961     132       2   0.0931   0.0018   0.7083    0.8031
   -71.25   -32.75    1961     132       3   0.0964   0.0024   0.7278    0.8266
   -71.25   -32.75    1961     132       4   0.1013   0.0022   0.7334    0.8369
   -71.25   -32.75    1961     133       0   0.1098   0.0037   0.7634    0.8769
   -71.25   -32.75    1961     133       1   0.1147   0.0029   0.7354    0.8530
   -71.25   -32.75    1961     133       2   0.1195   0.0030   0.7229    0.8453
   -71.25   -32.75    1961     133       3   0.1271   0.0035   0.7370    0.8676
   -71.25   -32.75    1961     133       4   0.1337   0.0030   0.7356    0.8723
   -71.25   -32.75    1961     134       0   0.1393   0.0031   0.7556    0.8980
   -71.25   -32.75    1961     134       1   0.1437   0.0024   0.7367    0.8828
   -71.25   -32.75    1961     134       2   0.1530   0.0040   0.7642    0.9212
   -71.25   -32.75    1961     134       3   0.1572   0.0024   0.7308    0.8903
   -71.25   -32.75    1961     134       4   0.1604   0.0015   0.7326    0.8945
   -71.25   -32.75    1961     140       0   0.1700   0.0038   0.7372    0.9110
   -71.25   -32.75    1961     140       1   0.1781   0.0036   0.7362    0.9180
   -71.25   -32.75    1961     140       2   0.1838   0.0023   0.7219    0.9079
   -71.25   -32.75    1961     140       3   0.1885   0.0021   0.7109    0.9015
   -71.25   -32.75    1961     140       4   0.1935   0.0026   0.7080    0.9041
   -71.25   -32.75    1961     160       0   0.1991   0.0023   0.6980    0.8994
   -71.25   -32.75    1961     160       1   0.2079   0.0036   0.7037    0.9152
   -71.25   -32.75    1961     160       2   0.2168   0.0038   0.7244    0.9450
   -71.25   -32.75    1961     160       3   0.2247   0.0033   0.7179    0.9459
   -71.25   -32.75    1961     160       4   0.2302   0.0023   0.6855    0.9180
   -71.25   -32.75    1962       0       0   0.0057   0.0038   1.1256    1.1351
   -71.25   -32.75    1962       0       1   0.0087   0.0053   1.1165    1.1305
   -71.25   -32.75    1962       0       2   0.0134   0.0064   1.1364    1.1562
   -71.25   -32.75    1962       0       3   0.0200   0.0046   1.1121    1.1367
   -71.25   -32.75    1962       0       4   0.0248   0.0036   1.1210    1.1494
   -71.25   -32.75    1962     110       0   0.0275   0.0061   0.7550    0.7885
   -71.25   -32.75    1962     110       1   0.0325   0.0025   0.7154    0.7504
   -71.25   -32.75    1962     110       2   0.0386   0.0051   0.7473    0.7910
   -71.25   -32.75    1962     110       3   0.0459   0.0037   0.7333    0.7829
   -71.25   -32.75    1962     110       4   0.0523   0.0032   0.7299    0.7854
   -71.25   -32.75    1962     131       0   0.0634   0.0037   0.7490    0.8162
   -71.25   -32.75    1962     131       1   0.0681   0.0025   0.7396    0.8101
   -71.25   -32.75    1962     131       2   0.0708   0.0040   0.7752    0.8500
   -71.25   -32.75    1962     131       3   0.0798   0.0033   0.7411    0.8243
   -71.25   -32.75    1962     131       4   0.0856   0.0031   0.7444    0.8331
   -71.25   -32.75    1962     132       0   0.0883   0.0031   0.7339    0.8253
   -71.25   -32.75    1962     132       1   0.0938   0.0028   0.7182    0.8148
   -71.25   -32.75    1962     132       2   0.0967   0.0022   0.7095    0.8084
   -71.25   -32.75    1962     132       3   0.0989   0.0027   0.7289    0.8305
   -71.25   -32.75    1962     132       4   0.1033   0.0036   0.7295    0.8364
   -71.25   -32.75    1962     133       0   0.1092   0.0038   0.7632    0.8763
   -71.25   -32.75    1962     133       1   0.1164   0.0033   0.7353    0.8550
   -71.25   -32.75    1962     133       2   0.1224   0.0031   0.7223    0.8478
   -71.25   -32.75    1962     133       3   0.1305   0.0035   0.7366    0.8705
   -71.25   -32.75    1962     133       4   0.1378   0.0034   0.7364    0.8776
   -71.25   -32.75    1962     134       0   0.1440   0.0033   0.7560    0.9033
   -71.25   -32.75    1962     134       1   0.1440   0.0027   0.7358    0.8825
   -71.25   -32.75    1962     134       2   0.1510   0.0041   0.7633    0.9184
   -71.25   -32.75    1962     134       3   0.1558   0.0025   0.7304    0.8888
   -71.25   -32.75    1962     134       4   0.1600   0.0019   0.7328    0.8947
   -71.25   -32.75    1962     140       0   0.1678   0.0040   0.7365    0.9082
   -71.25   -32.75    1962     140       1   0.1771   0.0036   0.7352    0.9159
   -71.25   -32.75    1962     140       2   0.1836   0.0028   0.7238    0.9102
   -71.25   -32.75    1962     140       3   0.1862   0.0026   0.7131    0.9019
   -71.25   -32.75    1962     140       4   0.1906   0.0037   0.7036    0.8980
   -71.25   -32.75    1962     160       0   0.1972   0.0028   0.7001    0.9002
   -71.25   -32.75    1962     160       1   0.2070   0.0036   0.7028    0.9134
   -71.25   -32.75    1962     160       2   0.2172   0.0037   0.7234    0.9444
   -71.25   -32.75    1962     160       3   0.2259   0.0032   0.7167    0.9457
   -71.25   -32.75    1962     160       4   0.2325   0.0029   0.6873    0.9226
   -71.25   -32.75    1963       0       0   0.0059   0.0042   1.1280    1.1381
   -71.25   -32.75    1963       0       1   0.0090   0.0099   1.1362    1.1551
   -71.25   -32.75    1963       0       2   0.0143   0.0041   1.1293    1.1476
   -71.25   -32.75    1963       0       3   0.0175   0.0048   1.1145    1.1367
   -71.25   -32.75    1963       0       4   0.0229   0.0038   1.1210    1.1478
   -71.25   -32.75    1963     110       0   0.0274   0.0061   0.7610    0.7945
   -71.25   -32.75    1963     110       1   0.0332   0.0026   0.7154    0.7512
   -71.25   -32.75    1963     110       2   0.0388   0.0053   0.7494    0.7935
   -71.25   -32.75    1963     110       3   0.0475   0.0041   0.7354    0.7869
   -71.25   -32.75    1963     110       4   0.0542   0.0033   0.7301    0.7875
   -71.25   -32.75    1963     131       0   0.0624   0.0039   0.7490    0.8153
   -71.25   -32.75    1963     131       1   0.0690   0.0028   0.7396    0.8113
   -71.25   -32.75    1963     131       2   0.0727   0.0031   0.7720    0.8478
   -71.25   -32.75    1963     131       3   0.0822   0.0033   0.7405    0.8260
   -71.25   -32.75    1963     131       4   0.0903   0.0035   0.7443    0.8380
   -71.25   -32.75    1963     132       0   0.0940   0.0037   0.7388    0.8365
   -71.25   -32.75    1963     132       1   0.1000   0.0032   0.7187    0.8219
   -71.25   -32.75    1963     132       2   0.1039   0.0028   0.7132    0.8199
   -71.25   -32.75    1963     132       3   0.1069   0.0032   0.7327    0.8427
   -71.25   -32.75    1963     132       4   0.1113   0.0072   0.7469    0.8654
   -71.25   -32.75    1963     133       0   0.1186   0.0046   0.7641    0.8873
   -71.25   -32.75    1963     133       1   0.1229   0.0034   0.7357    0.8620
   -71.25   -32.75    1963     133       2   0.1299   0.0031   0.7230    0.8560
   -71.25   -32.75    1963     133       3   0.1383   0.0033   0.7362    0.8779
   -71.25   -32.75    1963     133       4   0.1406   0.0035   0.7373    0.8814
   -71.25   -32.75    1963     134       0   0.1469   0.0033   0.7565    0.9067
   -71.25   -32.75    1963     134       1   0.1469   0.0059   0.7449    0.8977
   -71.25   -32.75    1963     134       2   0.1558   0.0050   0.7637    0.9245
   -71.25   -32.75    1963     134       3   0.1580   0.0027   0.7313    0.8921
   -71.25   -32.75    1963     134       4   0.1619   0.0022   0.7334    0.8976
   -71.25   -32.75    1963     140       0   0.1714   0.0049   0.7370    0.9132
   -71.25   -32.75    1963     140       1   0.1763   0.0035   0.7346    0.9145
   -71.25   -32.75    1963     140       2   0.1831   0.0031   0.7255    0.9117
   -71.25   -32.75    1963     140       3   0.1831   0.0035   0.7192    0.9058
   -71.25   -32.75    1963     140       4   0.1880   0.0072   0.7212    0.9164
   -71.25   -32.75    1963     160       0   0.1944   0.0031   0.7020    0.8995
   -71.25   -32.75    1963     160       1   0.2047   0.0037   0.7028    0.9111
   -71.25   -32.75    1963     160       2   0.2149   0.0037   0.7233    0.9419
   -71.25   -32.75    1963     160       3   0.2241   0.0031   0.7157    0.9429
   -71.25   -32.75    1963     160       4   0.2312   0.0031   0.6886    0.9230
   -71.25   -32.75    1964       0       0   0.0061   0.0042   1.1292    1.1395
   -71.25   -32.75    1964       0       1   0.0093   0.0060   1.1286    1.1439
   -71.25   -32.75    1964       0       2   0.0121   0.0041   1.1285    1.1447
   -71.25   -32.75    1964       0       3   0.0164   0.0055   1.1214    1.1433
   -71.25   -32.75    1964       0       4   0.0189   0.0039   1.1222    1.1451
   -71.25   -32.75    1964     110       0   0.0214   0.0037   0.7525    0.7777
   -71.25   -32.75    1964     110       1   0.0282   0.0029   0.7156    0.7467
   -71.25   -32.75    1964     110       2   0.0332   0.0052   0.7504    0.7888
   -71.25   -32.75    1964     110       3   0.0402   0.0040   0.7345    0.7786
   -71.25   -32.75    1964     110       4   0.0475   0.0031   0.7290    0.7796
   -71.25   -32.75    1964     131       0   0.0525   0.0048   0.7502    0.8076
   -71.25   -32.75    1964     131       1   0.0611   0.0030   0.7401    0.8042
   -71.25   -32.75    1964     131       2   0.0658   0.0024   0.7682    0.8364
   -71.25   -32.75    1964     131       3   0.0707   0.0033   0.7400    0.8139
   -71.25   -32.75    1964     131       4   0.0786   0.0038   0.7458    0.8282
   -71.25   -32.75    1964     132       0   0.0835   0.0026   0.7329    0.8190
   -71.25   -32.75    1964     132       1   0.0870   0.0034   0.7193    0.8097
   -71.25   -32.75    1964     132       2   0.0888   0.0022   0.7113    0.8023
   -71.25   -32.75    1964     132       3   0.0923   0.0023   0.7290    0.8236
   -71.25   -32.75    1964     132       4   0.0983   0.0049   0.7418    0.8450
   -71.25   -32.75    1964     133       0   0.1048   0.0045   0.7653    0.8746
   -71.25   -32.75    1964     133       1   0.1125   0.0043   0.7421    0.8589
   -71.25   -32.75    1964     133       2   0.1206   0.0029   0.7226    0.8461
   -71.25   -32.75    1964     133       3   0.1299   0.0030   0.7349    0.8678
   -71.25   -32.75    1964     133       4   0.1328   0.0040   0.7426    0.8795
   -71.25   -32.75    1964     134       0   0.1397   0.0030   0.7553    0.8980
   -71.25   -32.75    1964     134       1   0.1448   0.0035   0.7347    0.8830
   -71.25   -32.75    1964     134       2   0.1507   0.0047   0.7639    0.9192
   -71.25   -32.75    1964     134       3   0.1537   0.0031   0.7356    0.8924
   -71.25   -32.75    1964     134       4   0.1587   0.0029   0.7354    0.8970
   -71.25   -32.75    1964     140       0   0.1690   0.0046   0.7368    0.9104
   -71.25   -32.75    1964     140       1   0.1732   0.0041   0.7390    0.9162
   -71.25   -32.75    1964     140       2   0.1806   0.0029   0.7252    0.9087
   -71.25   -32.75    1964     140       3   0.1806   0.0046   0.7195    0.9046
   -71.25   -32.75    1964     140       4   0.1861   0.0048   0.7161    0.9070
   -71.25   -32.75    1964     160       0   0.1885   0.0031   0.7021    0.8936
   -71.25   -32.75    1964     160       1   0.1983   0.0040   0.7028    0.9051
   -71.25   -32.75    1964     160       2   0.2079   0.0044   0.7236    0.9358
   -71.25   -32.75    1964     160       3   0.2172   0.0029   0.7143    0.9344
   -71.25   -32.75    1964     160       4   0.2248   0.0031   0.6889    0.9168
   -71.25   -32.75    1965       0       0   0.0060   0.0044   1.1300    1.1404
   -71.25   -32.75    1965       0       1   0.0092   0.0051   1.1266    1.1409
   -71.25   -32.75    1965       0       2   0.0139   0.0053   1.1377    1.1570
   -71.25   -32.75    1965       0       3   0.0185   0.0038   1.1142    1.1365
   -71.25   -32.75    1965       0       4   0.0212   0.0047   1.1276    1.1535
   -71.25   -32.75    1965     110       0   0.0244   0.0038   0.7536    0.7818
   -71.25   -32.75    1965     110       1   0.0317   0.0032   0.7158    0.7506
   -71.25   -32.75    1965     110       2   0.0364   0.0048   0.7504    0.7917
   -71.25   -32.75    1965     110       3   0.0440   0.0053   0.7365    0.7857
   -71.25   -32.75    1965     110       4   0.0516   0.0032   0.7284    0.7833
   -71.25   -32.75    1965     131       0   0.0595   0.0053   0.7559    0.8207
   -71.25   -32.75    1965     131       1   0.0595   0.0036   0.7410    0.8040
   -71.25   -32.75    1965     131       2   0.0642   0.0027   0.7677    0.8346
   -71.25   -32.75    1965     131       3   0.0700   0.0039   0.7439    0.8177
   -71.25   -32.75    1965     131       4   0.0789   0.0050   0.7473    0.8311
   -71.25   -32.75    1965     132       0   0.0851   0.0028   0.7321    0.8200
   -71.25   -32.75    1965     132       1   0.0898   0.0039   0.7233    0.8170
   -71.25   -32.75    1965     132       2   0.0919   0.0027   0.7150    0.8095
   -71.25   -32.75    1965     132       3   0.0958   0.0025   0.7288    0.8271
   -71.25   -32.75    1965     132       4   0.1013   0.0051   0.7439    0.8503
   -71.25   -32.75    1965     133       0   0.1040   0.0045   0.7665    0.8749
   -71.25   -32.75    1965     133       1   0.1125   0.0029   0.7359    0.8512
   -71.25   -32.75    1965     133       2   0.1212   0.0032   0.7225    0.8468
   -71.25   -32.75    1965     133       3   0.1312   0.0030   0.7340    0.8683
   -71.25   -32.75    1965     133       4   0.1353   0.0025   0.7355    0.8734
   -71.25   -32.75    1965     134       0   0.1426   0.0030   0.7546    0.9002
   -71.25   -32.75    1965     134       1   0.1473   0.0046   0.7301    0.8820
   -71.25   -32.75    1965     134       2   0.1494   0.0056   0.7697    0.9248
   -71.25   -32.75    1965     134       3   0.1529   0.0021   0.7296    0.8847
   -71.25   -32.75    1965     134       4   0.1584   0.0026   0.7348    0.8959
   -71.25   -32.75    1965     140       0   0.1683   0.0054   0.7382    0.9119
   -71.25   -32.75    1965     140       1   0.1723   0.0030   0.7348    0.9102
   -71.25   -32.75    1965     140       2   0.1789   0.0030   0.7254    0.9074
   -71.25   -32.75    1965     140       3   0.1839   0.0029   0.7130    0.8999
   -71.25   -32.75    1965     140       4   0.1886   0.0053   0.7178    0.9117
   -71.25   -32.75    1965     160       0   0.1916   0.0037   0.7073    0.9026
   -71.25   -32.75    1965     160       1   0.1965   0.0041   0.7027    0.9033
   -71.25   -32.75    1965     160       2   0.2051   0.0041   0.7232    0.9324
   -71.25   -32.75    1965     160       3   0.2138   0.0034   0.7140    0.9312
   -71.25   -32.75    1965     160       4   0.2218   0.0032   0.6894    0.9144
   -71.25   -32.75    1966       0       0   0.0061   0.0042   1.1301    1.1404
   -71.25   -32.75    1966       0       1   0.0077   0.0046   1.1262    1.1384
   -71.25   -32.75    1966       0       2   0.0136   0.0033   1.1305    1.1473
   -71.25   -32.75    1966       0       3   0.0164   0.0037   1.1132    1.1332
   -71.25   -32.75    1966       0       4   0.0194   0.0031   1.1210    1.1435
   -71.25   -32.75    1966     110       0   0.0229   0.0028   0.7485    0.7741
   -71.25   -32.75    1966     110       1   0.0306   0.0035   0.7160    0.7501
   -71.25   -32.75    1966     110       2   0.0330   0.0043   0.7495    0.7868
   -71.25   -32.75    1966     110       3   0.0402   0.0056   0.7394    0.7852
   -71.25   -32.75    1966     110       4   0.0483   0.0032   0.7277    0.7792
   -71.25   -32.75    1966     131       0   0.0557   0.0035   0.7501    0.8093
   -71.25   -32.75    1966     131       1   0.0557   0.0113   0.7536    0.8206
   -71.25   -32.75    1966     131       2   0.0582   0.0036   0.7699    0.8318
   -71.25   -32.75    1966     131       3   0.0648   0.0026   0.7377    0.8051
   -71.25   -32.75    1966     131       4   0.0732   0.0055   0.7502    0.8289
   -71.25   -32.75    1966     132       0   0.0805   0.0030   0.7321    0.8156
   -71.25   -32.75    1966     132       1   0.0854   0.0030   0.7199    0.8083
   -71.25   -32.75    1966     132       2   0.0860   0.0019   0.7117    0.7996
   -71.25   -32.75    1966     132       3   0.0901   0.0026   0.7291    0.8218
   -71.25   -32.75    1966     132       4   0.0951   0.0051   0.7461    0.8463
   -71.25   -32.75    1966     133       0   0.0987   0.0040   0.7679    0.8706
   -71.25   -32.75    1966     133       1   0.1078   0.0036   0.7363    0.8476
   -71.25   -32.75    1966     133       2   0.1170   0.0034   0.7229    0.8433
   -71.25   -32.75    1966     133       3   0.1280   0.0031   0.7336    0.8648
   -71.25   -32.75    1966     133       4   0.1339   0.0026   0.7349    0.8714
   -71.25   -32.75    1966     134       0   0.1418   0.0030   0.7539    0.8987
   -71.25   -32.75    1966     134       1   0.1465   0.0081   0.7493    0.9039
   -71.25   -32.75    1966     134       2   0.1495   0.0045   0.7700    0.9240
   -71.25   -32.75    1966     134       3   0.1535   0.0023   0.7290    0.8849
   -71.25   -32.75    1966     134       4   0.1596   0.0028   0.7357    0.8981
   -71.25   -32.75    1966     140       0   0.1694   0.0053   0.7391    0.9138
   -71.25   -32.75    1966     140       1   0.1738   0.0029   0.7322    0.9089
   -71.25   -32.75    1966     140       2   0.1809   0.0036   0.7272    0.9117
   -71.25   -32.75    1966     140       3   0.1827   0.0038   0.7101    0.8966
   -71.25   -32.75    1966     140       4   0.1873   0.0046   0.7179    0.9098
   -71.25   -32.75    1966     160       0   0.1907   0.0024   0.7015    0.8947
   -71.25   -32.75    1966     160       1   0.1965   0.0040   0.7043    0.9048
   -71.25   -32.75    1966     160       2   0.2055   0.0036   0.7220    0.9312
   -71.25   -32.75    1966     160       3   0.2142   0.0030   0.7129    0.9301
   -71.25   -32.75    1966     160       4   0.2225   0.0032   0.6897    0.9154
   -71.25   -32.75    1967       0       0   0.0064   0.0042   1.1296    1.1402
   -71.25   -32.75    1967       0       1   0.0089   0.0047   1.1292    1.1428
   -71.25   -32.75    1967       0       2   0.0158   0.0044   1.1304    1.1507
   -71.25   -32.75    1967       0       3   0.0201   0.0045   1.1185    1.1431
   -71.25   -32.75    1967       0       4   0.0238   0.0031   1.1188    1.1457
   -71.25   -32.75    1967     110       0   0.0267   0.0028   0.7459    0.7754
   -71.25   -32.75    1967     110       1   0.0309   0.0037   0.7163    0.7510
   -71.25   -32.75    1967     110       2   0.0353   0.0047   0.7538    0.7937
   -71.25   -32.75    1967     110       3   0.0424   0.0055   0.7413    0.7892
   -71.25   -32.75    1967     110       4   0.0508   0.0033   0.7269    0.7810
   -71.25   -32.75    1967     131       0   0.0586   0.0039   0.7502    0.8127
   -71.25   -32.75    1967     131       1   0.0638   0.0074   0.7434    0.8146
   -71.25   -32.75    1967     131       2   0.0682   0.0039   0.7734    0.8455
   -71.25   -32.75    1967     131       3   0.0754   0.0026   0.7362    0.8142
   -71.25   -32.75    1967     131       4   0.0836   0.0058   0.7532    0.8426
   -71.25   -32.75    1967     132       0   0.0911   0.0034   0.7318    0.8263
   -71.25   -32.75    1967     132       1   0.0961   0.0030   0.7190    0.8180
   -71.25   -32.75    1967     132       2   0.0972   0.0021   0.7146    0.8139
   -71.25   -32.75    1967     132       3   0.1016   0.0027   0.7288    0.8330
   -71.25   -32.75    1967     132       4   0.1065   0.0050   0.7463    0.8578
   -71.25   -32.75    1967     133       0   0.1107   0.0027   0.7613    0.8747
   -71.25   -32.75    1967     133       1   0.1200   0.0041   0.7368    0.8609
   -71.25   -32.75    1967     133       2   0.1295   0.0036   0.7231    0.8562
   -71.25   -32.75    1967     133       3   0.1414   0.0033   0.7331    0.8778
   -71.25   -32.75    1967     133       4   0.1490   0.0030   0.7358    0.8877
   -71.25   -32.75    1967     134       0   0.1575   0.0030   0.7529    0.9135
   -71.25   -32.75    1967     134       1   0.1632   0.0058   0.7438    0.9129
   -71.25   -32.75    1967     134       2   0.1665   0.0028   0.7616    0.9309
   -71.25   -32.75    1967     134       3   0.1713   0.0026   0.7294    0.9033
   -71.25   -32.75    1967     134       4   0.1778   0.0029   0.7357    0.9164
   -71.25   -32.75    1967     140       0   0.1872   0.0054   0.7391    0.9318
   -71.25   -32.75    1967     140       1   0.1919   0.0024   0.7294    0.9237
   -71.25   -32.75    1967     140       2   0.2002   0.0031   0.7252    0.9286
   -71.25   -32.75    1967     140       3   0.2030   0.0073   0.7314    0.9416
   -71.25   -32.75    1967     140       4   0.2056   0.0043   0.7177    0.9276
   -71.25   -32.75    1967     160       0   0.2076   0.0023   0.7004    0.9103
   -71.25   -32.75    1967     160       1   0.2139   0.0028   0.6988    0.9155
   -71.25   -32.75    1967     160       2   0.2239   0.0034   0.7200    0.9473
   -71.25   -32.75    1967     160       3   0.2329   0.0028   0.7110    0.9467
   -71.25   -32.75    1967     160       4   0.2415   0.0033   0.6899    0.9347
   -71.25   -32.75    1968       0       0   0.0065   0.0041   1.1298    1.1404
   -71.25   -32.75    1968       0       1   0.0096   0.0035   1.1244    1.1376
   -71.25   -32.75    1968       0       2   0.0170   0.0050   1.1337    1.1557
   -71.25   -32.75    1968       0       3   0.0217   0.0033   1.1133    1.1382
   -71.25   -32.75    1968       0       4   0.0262   0.0035   1.1190    1.1487
   -71.25   -32.75    1968     110       0   0.0294   0.0032   0.7473    0.7799
   -71.25   -32.75    1968     110       1   0.0359   0.0041   0.7193    0.7592
   -71.25   -32.75    1968     110       2   0.0405   0.0032   0.7482    0.7920
   -71.25   -32.75    1968     110       3   0.0431   0.0053   0.7425    0.7909
   -71.25   -32.75    1968     110       4   0.0522   0.0032   0.7258    0.7813
   -71.25   -32.75    1968     131       0   0.0608   0.0037   0.7482    0.8127
   -71.25   -32.75    1968     131       1   0.0656   0.0071   0.7398    0.8125
   -71.25   -32.75    1968     131       2   0.0706   0.0026   0.7679    0.8410
   -71.25   -32.75    1968     131       3   0.0787   0.0026   0.7351    0.8164
