      Lon      Lat    Year   Stand   Patch     TeBE_tm    TeBE_itm  TeBE_itscl     TeBS_tm    TeBS_itm       TeE_s       TeR_s        TeNE     BBS_itm     BBE_itm        BE_s         C3G
   -71.25   -32.75    1957     134       4        0.00        0.00        0.00        6.76        0.00        1.18        1.37        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1957     140       0        3.56        0.00        0.00        8.01        8.05        1.05        1.32        0.00        7.30        0.00        0.46        0.00
   -71.25   -32.75    1957     140       1        3.58        3.67        0.00        6.96        6.99        0.94        1.15        3.61        6.43        0.00        0.45        0.00
   -71.25   -32.75    1957     140       2        0.00        0.00        0.00       10.80        0.00        1.40        1.69        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1957     140       3        5.60        0.00        0.00        6.64        0.00        0.64        0.72        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1957     140       4        0.00        0.00        0.00       10.89        0.00        1.33        1.61        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1957     160       0        3.93        0.00        0.00        6.06        0.00        0.63        0.71        0.00       12.11        0.00        0.00        0.00
   -71.25   -32.75    1957     160       1        3.96        4.01        0.00        7.30        7.31        0.73        0.88        3.99        7.07        0.00        0.49        0.00
   -71.25   -32.75    1957     160       2        3.85        3.88        0.00        5.85        5.19        0.57        0.64        3.91        0.00        0.00        0.49        0.00
   -71.25   -32.75    1957     160       3        4.30        4.38        0.00        8.10        8.12        0.90        1.09        4.25        7.61        0.00        0.51        0.00
   -71.25   -32.75    1957     160       4        5.54        0.00        0.00        8.71        0.00        1.17        1.38        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958       0       0        0.00        0.00        0.00        6.25        6.28        1.07        1.29        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958       0       1        0.00        0.00        0.00        7.83        6.31        1.27        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958       0       2        5.05        0.00        0.00        8.99        9.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958       0       3        0.00        0.00        0.00        7.33        0.00        1.38        0.00        5.15        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958       0       4        0.00        0.00        0.00        4.58        4.59        0.59        0.65        3.97        0.00        0.00        0.57        0.00
   -71.25   -32.75    1958     110       0        4.86        4.94        0.00        6.15        6.21        0.89        1.22        4.77        5.65        0.00        0.00        0.00
   -71.25   -32.75    1958     110       1        0.00        0.00        0.00        6.68        0.00        1.17        1.37        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     110       2        4.74        4.75        0.00        5.11        5.12        0.63        0.74        4.71        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     110       3        0.00        0.00        0.00        0.00        0.00        0.00        1.98        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     110       4        0.00        0.00        0.00        0.00        0.00        1.50        1.96        4.24        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     131       0        3.62        3.75        0.00        5.95        0.00        1.11        1.43        0.00        5.62        0.00        0.50        0.00
   -71.25   -32.75    1958     131       1        0.00        0.00        0.00        0.00        0.00        0.83        0.98        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     131       2        0.00        0.00        0.00        0.00        0.00        1.52        1.90        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     131       3        0.00        0.00        0.00        5.18        0.00        1.04        1.29        4.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     131       4        3.37        0.00        0.00        4.15        0.00        0.56        0.64        0.00        0.00        0.00        0.44        0.00
   -71.25   -32.75    1958     132       0        3.48        0.00        0.00        4.23        4.24        0.59        0.64        0.00        0.00        0.00        0.49        0.00
   -71.25   -32.75    1958     132       1        0.00        0.00        0.00        8.36        0.00        1.70        2.02        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     132       2        5.82        0.00        0.00        0.00        0.00        0.87        1.14        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     132       3        5.81        0.00        0.00        4.45        0.00        1.25        0.69        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     132       4        0.00        0.00        0.00        7.28        0.00        1.68        2.03        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     133       0        3.80        3.85        0.00        4.89        4.92        0.78        0.92        3.78        0.00        0.00        0.50        0.00
   -71.25   -32.75    1958     133       1        0.00        4.10        0.00        5.18        5.24        0.89        1.11        3.96        4.70        0.00        0.51        0.00
   -71.25   -32.75    1958     133       2        3.98        4.09        0.00        4.90        4.96        0.90        1.14        3.95        4.40        0.00        0.53        0.00
   -71.25   -32.75    1958     133       3        3.28        0.00        0.00        4.01        4.02        0.63        0.80        0.00        0.00        0.00        0.45        0.00
   -71.25   -32.75    1958     133       4        0.00        0.00        0.00        6.51        0.00        1.48        1.64        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     134       0        0.00        0.00        0.00        0.00        0.00        1.64        2.08        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     134       1        4.45        4.53        0.00        5.54        5.58        0.90        1.09        4.33        0.00        0.00        0.59        0.00
   -71.25   -32.75    1958     134       2        4.02        0.00        0.00        6.16        6.25        1.10        1.42        3.99        5.74        0.00        0.56        0.00
   -71.25   -32.75    1958     134       3        0.00        0.00        0.00        6.65        0.00        1.46        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     134       4        0.00        0.00        0.00        7.95        0.00        1.53        1.79        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     140       0        3.63        0.00        0.00        8.61        8.67        1.15        1.52        0.00        7.70        0.00        0.46        0.00
   -71.25   -32.75    1958     140       1        3.66        3.79        0.00        7.49        7.55        1.07        1.37        3.68        6.76        0.00        0.46        0.00
   -71.25   -32.75    1958     140       2        0.00        0.00        0.00       13.07        0.00        1.62        2.01        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     140       3        6.50        0.00        0.00        8.47        0.00        0.91        1.05        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     140       4        0.00        0.00        0.00       13.53        0.00        1.55        1.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1958     160       0        4.71        0.00        0.00        7.80        0.00        0.86        1.00        0.00       13.56        0.00        0.00        0.00
   -71.25   -32.75    1958     160       1        4.08        4.17        0.00        7.88        7.91        0.86        1.07        4.06        7.39        0.00        0.49        0.00
   -71.25   -32.75    1958     160       2        4.02        4.07        0.00        6.71        6.09        0.69        0.82        4.01        0.00        0.00        0.50        0.00
   -71.25   -32.75    1958     160       3        4.42        4.54        0.00        8.58        8.63        1.03        1.30        4.35        7.80        0.00        0.52        0.00
   -71.25   -32.75    1958     160       4        6.33        0.00        0.00       10.51        0.00        1.42        1.70        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959       0       0        0.00        0.00        0.00        0.00        0.00        1.17        1.47        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959       0       1        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959       0       2        5.05        0.00        0.00        8.99        9.13        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959       0       3        0.00        0.00        0.00        7.72        0.00        1.70        0.00        5.30        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959       0       4        0.00        0.00        0.00        4.90        4.93        0.70        0.81        4.04        0.00        0.00        0.62        0.00
   -71.25   -32.75    1959     110       0        4.86        4.94        0.00        6.15        6.21        0.89        1.28        4.77        5.65        0.00        0.00        0.00
   -71.25   -32.75    1959     110       1        0.00        0.00        0.00        0.00        0.00        1.32        1.61        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     110       2        4.74        4.75        0.00        5.24        5.28        0.69        0.86        4.71        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     110       3        0.00        0.00        0.00        0.00        0.00        0.00        2.28        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     110       4        0.00        0.00        0.00        0.00        0.00        0.79        1.27        4.32        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     131       0        3.62        3.75        0.00        5.95        0.00        1.16        1.58        0.00        5.62        0.00        0.50        0.00
   -71.25   -32.75    1959     131       1        0.00        0.00        0.00        0.00        0.00        0.90        1.13        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     131       2        0.00        0.00        0.00        0.00        0.00        1.63        2.10        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     131       3        0.00        0.00        0.00        5.18        0.00        1.12        1.46        4.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     131       4        3.37        0.00        0.00        4.17        0.00        0.61        0.75        0.00        0.00        0.00        0.44        0.00
   -71.25   -32.75    1959     132       0        3.48        0.00        0.00        4.37        0.00        0.66        0.78        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     132       1        0.00        0.00        0.00        8.80        0.00        1.70        2.28        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     132       2        6.16        0.00        0.00        0.00        0.00        1.10        1.40        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     132       3        6.07        0.00        0.00        5.18        0.00        1.45        0.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     132       4        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     133       0        3.80        3.85        0.00        4.89        4.93        0.84        1.05        3.78        0.00        0.00        0.50        0.00
   -71.25   -32.75    1959     133       1        0.00        0.00        0.00        5.18        5.25        0.95        1.25        0.00        0.00        0.00        0.51        0.00
   -71.25   -32.75    1959     133       2        0.00        4.09        0.00        4.90        0.00        0.97        1.29        3.95        0.00        0.00        0.53        0.00
   -71.25   -32.75    1959     133       3        3.28        0.00        0.00        4.17        4.22        0.72        0.94        0.00        0.00        0.00        0.45        0.00
   -71.25   -32.75    1959     133       4        0.00        0.00        0.00        6.51        0.00        1.60        1.85        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     134       0        0.00        0.00        0.00        0.00        0.00        0.89        0.77        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     134       1        0.00        0.00        0.00        5.54        0.00        0.98        1.24        4.33        0.00        0.00        0.59        0.00
   -71.25   -32.75    1959     134       2        4.02        0.00        0.00        6.16        6.25        1.14        1.55        3.99        5.74        0.00        0.56        0.00
   -71.25   -32.75    1959     134       3        0.00        0.00        0.00        0.00        0.00        1.40        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     134       4        0.00        0.00        0.00        8.62        0.00        1.80        2.12        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     140       0        3.63        0.00        0.00        6.75        8.87        0.91        1.50        0.00        7.70        0.00        0.46        0.00
   -71.25   -32.75    1959     140       1        3.66        3.79        0.00        7.60        7.74        1.14        1.52        3.68        6.76        0.00        0.46        0.00
   -71.25   -32.75    1959     140       2        0.00        0.00        0.00        5.81        5.10        0.80        0.78        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     140       3        6.98        0.00        0.00       10.00        0.00        1.12        1.33        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     140       4        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1959     160       0        5.09        0.00        0.00        9.46        0.00        1.04        1.26        0.00       14.77        0.00        0.00        0.00
   -71.25   -32.75    1959     160       1        4.08        4.17        0.00        7.96        8.06        0.93        1.21        4.06        7.39        0.00        0.49        0.00
   -71.25   -32.75    1959     160       2        4.02        4.07        0.00        6.99        6.42        0.76        0.95        4.01        0.00        0.00        0.50        0.00
   -71.25   -32.75    1959     160       3        4.42        4.54        0.00        8.60        8.74        1.11        1.45        4.35        7.80        0.00        0.52        0.00
   -71.25   -32.75    1959     160       4        6.68        0.00        0.00       11.88        0.00        1.55        1.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960       0       0        0.00        0.00        0.00        0.00        0.00        1.36        1.75        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960       0       1        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960       0       2        5.05        0.00        0.00        8.99        9.14        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960       0       3        3.08        0.00        0.00        4.37        3.77        0.63        0.55        5.46        3.90        0.00        0.48        0.00
   -71.25   -32.75    1960       0       4        0.00        0.00        0.00        5.26        0.00        0.81        0.96        4.17        0.00        0.00        0.66        0.00
   -71.25   -32.75    1960     110       0        0.00        0.00        0.00        6.15        6.21        0.89        1.33        0.00        5.65        0.00        0.00        0.00
   -71.25   -32.75    1960     110       1        0.00        0.00        0.00        0.00        0.00        1.51        1.90        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     110       2        4.74        4.75        0.00        5.34        5.42        0.74        0.97        4.71        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     110       3        3.21        0.00        0.00        3.99        4.01        0.55        0.61        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     110       4        0.00        0.00        0.00        0.00        0.00        0.92        1.46        4.45        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     131       0        3.65        3.82        0.00        5.04        0.00        0.82        1.19        0.00        5.73        0.00        0.50        0.00
   -71.25   -32.75    1960     131       1        0.00        0.00        0.00        0.00        0.00        1.04        1.36        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     131       2        0.00        0.00        0.00        3.67        0.00        0.56        0.61        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     131       3        0.00        0.00        0.00        5.50        0.00        1.23        1.66        4.07        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     131       4        0.00        0.00        0.00        0.00        0.00        0.68        0.87        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     132       0        3.71        0.00        0.00        4.93        0.00        0.81        1.01        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     132       1        0.00        0.00        0.00        9.33        0.00        1.84        2.46        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     132       2        6.43        0.00        0.00        0.00        0.00        1.28        1.64        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     132       3        6.29        0.00        0.00        5.77        0.00        1.59        1.18        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     132       4        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     133       0        3.80        3.87        0.00        5.15        5.23        0.92        1.20        3.78        0.00        0.00        0.50        0.00
   -71.25   -32.75    1960     133       1        0.00        0.00        0.00        5.65        5.74        1.08        1.48        0.00        0.00        0.00        0.52        0.00
   -71.25   -32.75    1960     133       2        0.00        4.28        0.00        5.42        0.00        1.14        1.55        4.10        0.00        0.00        0.55        0.00
   -71.25   -32.75    1960     133       3        3.41        0.00        0.00        4.58        4.64        0.84        1.12        0.00        0.00        0.00        0.46        0.00
   -71.25   -32.75    1960     133       4        0.00        0.00        0.00        6.73        0.00        1.72        2.08        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     134       0        0.00        0.00        0.00        0.00        0.00        1.01        0.94        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     134       1        0.00        0.00        0.00        6.03        0.00        1.13        1.49        4.46        0.00        0.00        0.60        0.00
   -71.25   -32.75    1960     134       2        4.05        0.00        0.00        4.35        4.94        0.66        1.21        4.02        5.86        0.00        0.56        0.00
   -71.25   -32.75    1960     134       3        0.00        0.00        0.00        0.00        0.00        1.58        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     134       4        0.00        0.00        0.00        7.47        0.00        1.08        0.98        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     140       0        3.65        0.00        0.00        7.36        9.48        0.97        1.65        0.00        8.05        0.00        0.46        0.00
   -71.25   -32.75    1960     140       1        3.69        3.85        0.00        7.40        7.91        1.08        1.48        3.71        7.13        0.00        0.46        0.00
   -71.25   -32.75    1960     140       2        0.00        0.00        0.00        7.31        6.60        0.94        0.98        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     140       3        7.45        0.00        0.00       11.58        0.00        1.28        1.58        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     140       4        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1960     160       0        5.45        0.00        0.00       10.99        0.00        1.20        1.52        0.00       15.65        0.00        0.00        0.00
   -71.25   -32.75    1960     160       1        4.08        4.20        0.00        8.53        8.64        1.01        1.37        4.08        7.66        0.00        0.49        0.00
   -71.25   -32.75    1960     160       2        4.02        4.10        0.00        7.60        7.06        0.85        1.10        4.01        0.00        0.00        0.50        0.00
   -71.25   -32.75    1960     160       3        4.45        4.61        0.00        7.28        8.30        1.18        1.63        4.38        8.09        0.00        0.52        0.00
   -71.25   -32.75    1960     160       4        7.07        0.00        0.00        6.93        4.95        0.84        1.63        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961       0       0        0.00        0.00        0.00        0.00        0.00        0.89        1.27        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961       0       1        4.93        4.94        0.00        5.12        5.13        0.61        0.68        4.88        0.00        4.83        0.71        0.00
   -71.25   -32.75    1961       0       2        5.10        0.00        0.00        9.23        9.42        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961       0       3        3.39        0.00        0.00        4.92        4.35        0.76        0.72        5.68        4.48        0.00        0.56        0.00
   -71.25   -32.75    1961       0       4        0.00        0.00        0.00        5.95        0.00        0.96        1.19        4.44        0.00        0.00        0.74        0.00
   -71.25   -32.75    1961     110       0        0.00        0.00        0.00        6.15        6.21        0.89        1.33        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     110       1        0.00        0.00        0.00        3.81        0.00        0.96        1.33        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     110       2        4.74        4.75        0.00        5.34        5.42        0.74        1.01        4.71        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     110       3        3.34        0.00        0.00        4.41        4.44        0.65        0.77        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     110       4        0.00        0.00        0.00        0.00        0.00        1.07        1.66        4.62        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     131       0        3.73        3.92        0.00        5.42        0.00        0.92        1.35        0.00        5.91        0.00        0.50        0.00
   -71.25   -32.75    1961     131       1        0.00        0.00        0.00        0.00        0.00        1.24        1.66        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     131       2        0.00        0.00        0.00        0.00        0.00        0.71        0.76        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     131       3        0.00        0.00        0.00        5.91        0.00        1.33        1.60        4.20        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     131       4        0.00        0.00        0.00        0.00        0.00        0.84        1.11        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     132       0        3.96        0.00        0.00        5.47        0.00        0.97        1.25        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     132       1        0.00        0.00        0.00       10.05        0.00        1.99        2.65        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     132       2        6.69        0.00        0.00        0.00        0.00        1.47        1.89        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     132       3        6.54        0.00        0.00        6.40        0.00        1.74        1.45        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     132       4        4.85        4.87        5.04        5.13        5.14        0.63        0.70        4.81        0.00        4.52        0.00        0.00
   -71.25   -32.75    1961     133       0        3.80        3.89        0.00        5.44        5.55        1.01        1.36        3.78        0.00        0.00        0.50        0.00
   -71.25   -32.75    1961     133       1        0.00        0.00        0.00        6.14        6.25        1.21        1.70        0.00        0.00        0.00        0.53        0.00
   -71.25   -32.75    1961     133       2        0.00        4.52        0.00        5.93        0.00        1.31        1.82        4.26        0.00        0.00        0.57        0.00
   -71.25   -32.75    1961     133       3        3.60        0.00        0.00        5.05        5.13        0.97        1.33        0.00        0.00        0.00        0.48        0.00
   -71.25   -32.75    1961     133       4        0.00        0.00        0.00        7.09        0.00        0.57        0.68        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     134       0        0.00        0.00        0.00        0.00        0.00        1.16        1.15        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     134       1        0.00        0.00        0.00        6.57        0.00        1.29        1.73        4.63        0.00        0.00        0.63        0.00
   -71.25   -32.75    1961     134       2        4.15        0.00        0.00        4.75        5.36        0.74        1.36        4.11        6.05        0.00        0.56        0.00
   -71.25   -32.75    1961     134       3        0.00        0.00        0.00        0.00        0.00        1.79        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     134       4        0.00        0.00        0.00        8.08        0.00        1.24        1.20        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     140       0        3.66        0.00        0.00        7.97       10.08        1.06        1.81        0.00        8.42        0.00        0.46        0.00
   -71.25   -32.75    1961     140       1        3.73        3.92        0.00        7.80        8.33        1.19        1.66        3.74        7.33        0.00        0.46        0.00
   -71.25   -32.75    1961     140       2        0.00        0.00        0.00        8.84        8.14        1.10        1.20        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     140       3        7.96        0.00        0.00       13.14        0.00        1.45        1.84        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1961     140       4        5.03        5.04        5.08        5.35        5.35        0.63        0.71        4.98        0.00        4.58        0.00        0.00
   -71.25   -32.75    1961     160       0        5.71        0.00        0.00       12.06        0.00        1.38        1.79        0.00       15.95        0.00        0.00        0.00
   -71.25   -32.75    1961     160       1        4.08        4.21        0.00        6.96        8.86        1.12        1.54        4.08        7.66        0.00        0.49        0.00
   -71.25   -32.75    1961     160       2        4.02        4.10        0.00        7.84        7.36        0.95        1.26        4.01        0.00        0.00        0.50        0.00
   -71.25   -32.75    1961     160       3        4.48        4.68        0.00        7.57        8.59        1.31        1.84        4.40        8.11        0.00        0.52        0.00
   -71.25   -32.75    1961     160       4        7.43        0.00        0.00        8.29        6.29        0.96        1.83        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962       0       0        0.00        0.00        0.00        0.00        0.00        1.00        1.43        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962       0       1        4.93        4.94        0.00        5.12        5.13        0.61        0.68        4.88        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962       0       2        5.16        0.00        0.00        9.96       10.09        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962       0       3        3.50        0.00        0.00        5.35        4.83        0.87        0.89        5.69        4.97        0.00        0.59        0.00
   -71.25   -32.75    1962       0       4        0.00        0.00        0.00        6.39        0.00        1.08        1.37        4.57        0.00        0.00        0.78        0.00
   -71.25   -32.75    1962     110       0        0.00        0.00        0.00        0.00        0.00        0.89        1.36        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     110       1        0.00        0.00        0.00        4.37        0.00        1.08        1.52        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     110       2        0.00        0.00        0.00        5.34        5.42        0.74        1.02        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     110       3        3.34        0.00        0.00        4.72        4.77        0.71        0.89        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     110       4        0.00        0.00        0.00        0.00        0.00        1.19        1.84        4.67        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     131       0        3.73        3.92        0.00        5.78        0.00        0.98        1.48        0.00        6.06        0.00        0.50        0.00
   -71.25   -32.75    1962     131       1        0.00        0.00        0.00        0.00        0.00        1.07        1.64        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     131       2        0.00        0.00        0.00        0.00        0.00        0.87        1.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     131       3        0.00        0.00        0.00        6.26        0.00        1.42        1.77        4.22        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     131       4        0.00        0.00        0.00        0.00        0.00        0.94        1.29        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     132       0        0.00        0.00        0.00        5.84        0.00        1.08        1.44        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     132       1        0.00        0.00        0.00       10.68        0.00        2.08        2.78        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     132       2        6.77        0.00        0.00        0.00        0.00        1.70        2.46        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     132       3        0.00        0.00        0.00        0.00        0.00        1.81        1.69        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     132       4        4.85        4.87        5.28        5.13        5.14        0.63        0.71        4.81        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     133       0        3.80        3.89        0.00        5.28        5.75        1.05        1.45        3.78        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     133       1        0.00        0.00        0.00        6.58        6.66        1.30        1.88        0.00        0.00        0.00        0.53        0.00
   -71.25   -32.75    1962     133       2        0.00        4.63        0.00        6.32        0.00        1.43        2.03        4.32        0.00        0.00        0.57        0.00
   -71.25   -32.75    1962     133       3        3.65        0.00        0.00        5.44        5.54        1.08        1.52        0.00        0.00        0.00        0.48        0.00
   -71.25   -32.75    1962     133       4        0.00        0.00        0.00        7.35        0.00        0.65        0.82        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     134       0        0.00        0.00        0.00        0.00        0.00        1.26        1.33        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     134       1        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     134       2        4.15        0.00        0.00        5.12        5.74        0.80        1.47        4.11        6.21        0.00        0.56        0.00
   -71.25   -32.75    1962     134       3        0.00        0.00        0.00        0.00        0.00        1.92        0.00        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     134       4        0.00        0.00        0.00        8.63        0.00        1.37        1.40        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     140       0        3.66        0.00        0.00        8.42       10.55        1.11        1.93        0.00        8.66        0.00        0.00        0.00
   -71.25   -32.75    1962     140       1        3.73        3.92        0.00        8.10        8.64        1.27        1.81        3.74        7.43        0.00        0.29        0.00
   -71.25   -32.75    1962     140       2        0.00        0.00        0.00       10.10        9.44        1.19        1.39        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     140       3        0.00        0.00        0.00        4.84        0.00        0.69        1.20        0.00        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     140       4        5.03        5.04        6.39        6.02        6.04        0.63        0.72        4.98        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     160       0        5.71        0.00        0.00        6.94        0.00        0.99        1.02        0.00       15.95        0.00        0.00        0.00
   -71.25   -32.75    1962     160       1        4.08        4.21        0.00        7.10        9.00        1.18        1.68        4.08        7.66        0.00        0.00        0.00
   -71.25   -32.75    1962     160       2        4.02        4.10        0.00        7.86        7.44        1.01        1.39        4.01        0.00        0.00        0.00        0.00
   -71.25   -32.75    1962     160       3        4.48        4.68        0.00        7.80        8.82        1.41        2.01        4.40        8.13        0.00        0.52        0.00
