      Lon      Lat    Year   Stand   Patch      NH3      NOx      N2O       N2    NSoil    Total
   -71.25   -32.75    1950       0       0    0.006    0.300    0.045    0.912    0.437    1.701
   -71.25   -32.75    1950       0       1    0.005    0.223    0.034    0.680    0.417    1.359
   -71.25   -32.75    1950       0       2    0.000    0.000    0.000    0.000    0.445    0.445
   -71.25   -32.75    1950       0       3    0.001    0.047    0.007    0.145    0.388    0.588
   -71.25   -32.75    1950       0       4    0.000    0.000    0.000    0.000    0.610    0.610
   -71.25   -32.75    1950     110       0    0.011    0.537    0.082    1.635    0.836    3.100
   -71.25   -32.75    1950     110       1    0.029    1.360    0.207    4.144    0.808    6.548
   -71.25   -32.75    1950     110       2    0.032    1.525    0.232    4.645    0.856    7.289
   -71.25   -32.75    1950     110       3    0.002    0.080    0.012    0.243    0.512    0.849
   -71.25   -32.75    1950     110       4    0.003    0.136    0.021    0.413    0.348    0.920
   -71.25   -32.75    1950     131       0    0.013    0.620    0.094    1.888    0.904    3.519
   -71.25   -32.75    1950     131       1    0.007    0.313    0.048    0.955    0.577    1.900
   -71.25   -32.75    1950     131       2    0.096    4.547    0.691   13.851    0.907   20.092
   -71.25   -32.75    1950     131       3    0.013    0.623    0.095    1.898    1.081    3.709
   -71.25   -32.75    1950     131       4    0.028    1.339    0.203    4.080    0.818    6.469
   -71.25   -32.75    1950     132       0    0.009    0.423    0.064    1.287    0.798    2.581
   -71.25   -32.75    1950     132       1    0.057    2.691    0.409    8.198    0.471   11.826
   -71.25   -32.75    1950     132       2    0.009    0.442    0.067    1.347    0.518    2.383
   -71.25   -32.75    1950     132       3    0.008    0.366    0.056    1.114    0.612    2.154
   -71.25   -32.75    1950     132       4    0.003    0.164    0.025    0.500    0.565    1.257
   -71.25   -32.75    1950     133       0    0.024    1.146    0.174    3.492    0.824    5.661
   -71.25   -32.75    1950     133       1    0.009    0.424    0.064    1.291    0.504    2.292
   -71.25   -32.75    1950     133       2    0.000    0.000    0.000    0.000    0.227    0.227
   -71.25   -32.75    1950     133       3    0.017    0.829    0.126    2.525    0.682    4.179
   -71.25   -32.75    1950     133       4    0.015    0.688    0.105    2.096    0.644    3.547
   -71.25   -32.75    1950     134       0    0.018    0.870    0.132    2.651    0.762    4.434
   -71.25   -32.75    1950     134       1    0.008    0.368    0.056    1.121    0.443    1.996
   -71.25   -32.75    1950     134       2    0.007    0.325    0.049    0.990    0.668    2.038
   -71.25   -32.75    1950     134       3    0.160    7.587    1.152   23.112    0.777   32.788
   -71.25   -32.75    1950     134       4    0.006    0.261    0.040    0.795    0.676    1.776
   -71.25   -32.75    1950     140       0    0.030    1.401    0.213    4.268    0.816    6.727
   -71.25   -32.75    1950     140       1    0.000    0.000    0.000    0.000    0.754    0.754
   -71.25   -32.75    1950     140       2    0.001    0.068    0.010    0.207    0.456    0.743
   -71.25   -32.75    1950     140       3    0.023    1.069    0.162    3.258    0.735    5.247
   -71.25   -32.75    1950     140       4    0.096    4.562    0.693   13.897    0.899   20.148
   -71.25   -32.75    1950     160       0    0.003    0.128    0.019    0.389    0.519    1.059
   -71.25   -32.75    1950     160       1    0.010    0.476    0.072    1.451    0.776    2.785
   -71.25   -32.75    1950     160       2    0.033    1.543    0.234    4.702    0.791    7.303
   -71.25   -32.75    1950     160       3    0.025    1.195    0.182    3.641    0.815    5.858
   -71.25   -32.75    1950     160       4    0.000    0.023    0.003    0.070    0.393    0.489
   -71.25   -32.75    1951       0       0    0.001    0.056    0.009    0.171    0.462    0.699
   -71.25   -32.75    1951       0       1    0.021    1.006    0.153    3.063    0.440    4.683
   -71.25   -32.75    1951       0       2    0.003    0.165    0.025    0.502    0.475    1.171
   -71.25   -32.75    1951       0       3    0.001    0.048    0.007    0.146    0.531    0.734
   -71.25   -32.75    1951       0       4    0.001    0.049    0.007    0.149    0.399    0.606
   -71.25   -32.75    1951     110       0    0.004    0.177    0.027    0.539    0.875    1.621
   -71.25   -32.75    1951     110       1    0.003    0.136    0.021    0.415    0.937    1.513
   -71.25   -32.75    1951     110       2    0.003    0.143    0.022    0.436    1.013    1.617
   -71.25   -32.75    1951     110       3    0.001    0.063    0.010    0.192    0.655    0.921
   -71.25   -32.75    1951     110       4    0.009    0.407    0.062    1.239    0.316    2.032
   -71.25   -32.75    1951     131       0    0.002    0.118    0.018    0.358    1.102    1.598
   -71.25   -32.75    1951     131       1    0.002    0.115    0.018    0.351    0.704    1.190
   -71.25   -32.75    1951     131       2    0.002    0.099    0.015    0.300    1.065    1.481
   -71.25   -32.75    1951     131       3    0.004    0.175    0.027    0.532    0.636    1.372
   -71.25   -32.75    1951     131       4    0.003    0.141    0.021    0.429    0.866    1.460
   -71.25   -32.75    1951     132       0    0.005    0.217    0.033    0.662    0.750    1.667
   -71.25   -32.75    1951     132       1    0.002    0.104    0.016    0.316    0.573    1.011
   -71.25   -32.75    1951     132       2    0.002    0.101    0.015    0.309    0.619    1.047
   -71.25   -32.75    1951     132       3    0.004    0.168    0.026    0.513    0.633    1.344
   -71.25   -32.75    1951     132       4    0.002    0.088    0.013    0.267    0.519    0.889
   -71.25   -32.75    1951     133       0    0.004    0.176    0.027    0.536    0.976    1.718
   -71.25   -32.75    1951     133       1    0.002    0.108    0.016    0.330    0.598    1.055
   -71.25   -32.75    1951     133       2    0.000    0.000    0.000    0.000    0.192    0.192
   -71.25   -32.75    1951     133       3    0.003    0.123    0.019    0.375    0.842    1.361
   -71.25   -32.75    1951     133       4    0.003    0.132    0.020    0.401    0.762    1.317
   -71.25   -32.75    1951     134       0    0.004    0.168    0.026    0.513    0.850    1.560
   -71.25   -32.75    1951     134       1    0.013    0.612    0.093    1.863    0.423    3.004
   -71.25   -32.75    1951     134       2    0.005    0.245    0.037    0.746    0.658    1.691
   -71.25   -32.75    1951     134       3    0.002    0.113    0.017    0.346    0.986    1.464
   -71.25   -32.75    1951     134       4    0.004    0.174    0.026    0.531    0.676    1.411
   -71.25   -32.75    1951     140       0    0.005    0.226    0.034    0.688    0.992    1.945
   -71.25   -32.75    1951     140       1    0.073    3.451    0.524   10.513    0.885   15.445
   -71.25   -32.75    1951     140       2    0.001    0.067    0.010    0.204    0.450    0.732
   -71.25   -32.75    1951     140       3    0.003    0.141    0.021    0.429    0.885    1.479
   -71.25   -32.75    1951     140       4    0.002    0.095    0.014    0.289    1.069    1.470
   -71.25   -32.75    1951     160       0    0.003    0.135    0.021    0.413    0.529    1.100
   -71.25   -32.75    1951     160       1    0.005    0.214    0.032    0.651    0.954    1.855
   -71.25   -32.75    1951     160       2    0.003    0.138    0.021    0.420    1.007    1.589
   -71.25   -32.75    1951     160       3    0.023    1.092    0.166    3.326    0.863    5.470
   -71.25   -32.75    1951     160       4    0.001    0.033    0.005    0.101    0.289    0.429
   -71.25   -32.75    1952       0       0    0.001    0.032    0.005    0.096    0.755    0.888
   -71.25   -32.75    1952       0       1    0.002    0.081    0.012    0.247    0.731    1.073
   -71.25   -32.75    1952       0       2    0.005    0.233    0.035    0.709    0.714    1.696
   -71.25   -32.75    1952       0       3    0.001    0.055    0.008    0.167    0.502    0.734
   -71.25   -32.75    1952       0       4    0.001    0.032    0.005    0.099    0.600    0.737
   -71.25   -32.75    1952     110       0    0.002    0.098    0.015    0.298    1.034    1.447
   -71.25   -32.75    1952     110       1    0.002    0.074    0.011    0.224    1.241    1.551
   -71.25   -32.75    1952     110       2    0.002    0.077    0.012    0.235    1.348    1.673
   -71.25   -32.75    1952     110       3    0.001    0.046    0.007    0.139    0.535    0.727
   -71.25   -32.75    1952     110       4    0.016    0.776    0.118    2.363    0.379    3.651
   -71.25   -32.75    1952     131       0    0.002    0.118    0.018    0.359    0.978    1.475
   -71.25   -32.75    1952     131       1    0.001    0.065    0.010    0.198    0.850    1.124
   -71.25   -32.75    1952     131       2    0.001    0.051    0.008    0.156    1.324    1.541
   -71.25   -32.75    1952     131       3    0.006    0.297    0.045    0.903    0.929    2.180
   -71.25   -32.75    1952     131       4    0.002    0.093    0.014    0.282    1.166    1.557
   -71.25   -32.75    1952     132       0    0.003    0.137    0.021    0.417    1.006    1.583
   -71.25   -32.75    1952     132       1    0.001    0.061    0.009    0.185    0.673    0.930
   -71.25   -32.75    1952     132       2    0.001    0.056    0.009    0.172    0.818    1.056
   -71.25   -32.75    1952     132       3    0.002    0.097    0.015    0.297    0.765    1.175
   -71.25   -32.75    1952     132       4    0.001    0.050    0.008    0.151    0.656    0.866
   -71.25   -32.75    1952     133       0    0.002    0.109    0.017    0.333    1.215    1.676
   -71.25   -32.75    1952     133       1    0.003    0.142    0.022    0.434    0.784    1.385
   -71.25   -32.75    1952     133       2    0.000    0.000    0.000    0.000    0.199    0.199
   -71.25   -32.75    1952     133       3    0.002    0.108    0.016    0.329    1.187    1.643
   -71.25   -32.75    1952     133       4    0.001    0.070    0.011    0.213    1.097    1.392
   -71.25   -32.75    1952     134       0    0.002    0.095    0.014    0.288    1.111    1.510
   -71.25   -32.75    1952     134       1    0.022    1.039    0.158    3.164    0.530    4.912
   -71.25   -32.75    1952     134       2    0.006    0.280    0.042    0.852    0.812    1.993
   -71.25   -32.75    1952     134       3    0.001    0.061    0.009    0.187    1.192    1.451
   -71.25   -32.75    1952     134       4    0.002    0.096    0.015    0.292    0.893    1.297
   -71.25   -32.75    1952     140       0    0.006    0.268    0.041    0.817    1.276    2.408
   -71.25   -32.75    1952     140       1    0.022    1.031    0.157    3.139    0.853    5.201
   -71.25   -32.75    1952     140       2    0.001    0.037    0.006    0.112    0.619    0.774
   -71.25   -32.75    1952     140       3    0.002    0.076    0.012    0.232    1.100    1.422
   -71.25   -32.75    1952     140       4    0.001    0.050    0.008    0.154    1.270    1.482
   -71.25   -32.75    1952     160       0    0.002    0.083    0.013    0.252    0.741    1.090
   -71.25   -32.75    1952     160       1    0.007    0.309    0.047    0.940    0.815    2.118
   -71.25   -32.75    1952     160       2    0.020    0.934    0.142    2.845    1.304    5.244
   -71.25   -32.75    1952     160       3    0.034    1.627    0.247    4.955    0.870    7.733
   -71.25   -32.75    1952     160       4    0.001    0.030    0.005    0.093    0.284    0.412
   -71.25   -32.75    1953       0       0    0.001    0.041    0.006    0.125    0.420    0.594
   -71.25   -32.75    1953       0       1    0.005    0.227    0.035    0.693    0.418    1.378
   -71.25   -32.75    1953       0       2    0.020    0.956    0.145    2.914    0.419    4.455
   -71.25   -32.75    1953       0       3    0.004    0.180    0.027    0.548    0.325    1.084
   -71.25   -32.75    1953       0       4    0.001    0.063    0.009    0.190    0.379    0.643
   -71.25   -32.75    1953     110       0    0.002    0.081    0.012    0.248    0.565    0.908
   -71.25   -32.75    1953     110       1    0.001    0.062    0.009    0.188    0.596    0.856
   -71.25   -32.75    1953     110       2    0.001    0.064    0.010    0.196    0.655    0.927
   -71.25   -32.75    1953     110       3    0.001    0.054    0.008    0.164    0.373    0.600
   -71.25   -32.75    1953     110       4    0.104    4.916    0.747   14.976    0.237   20.979
   -71.25   -32.75    1953     131       0    0.007    0.355    0.054    1.082    0.560    2.058
   -71.25   -32.75    1953     131       1    0.001    0.057    0.009    0.174    0.475    0.716
   -71.25   -32.75    1953     131       2    0.001    0.045    0.007    0.137    0.655    0.845
   -71.25   -32.75    1953     131       3    0.060    2.858    0.434    8.707    0.487   12.547
   -71.25   -32.75    1953     131       4    0.003    0.152    0.023    0.463    0.549    1.190
   -71.25   -32.75    1953     132       0    0.004    0.191    0.029    0.581    0.481    1.286
   -71.25   -32.75    1953     132       1    0.001    0.054    0.008    0.164    0.406    0.633
   -71.25   -32.75    1953     132       2    0.001    0.049    0.007    0.149    0.400    0.607
   -71.25   -32.75    1953     132       3    0.002    0.085    0.013    0.258    0.432    0.789
   -71.25   -32.75    1953     132       4    0.001    0.046    0.007    0.141    0.355    0.551
   -71.25   -32.75    1953     133       0    0.003    0.153    0.023    0.467    0.570    1.217
   -71.25   -32.75    1953     133       1    0.027    1.265    0.192    3.855    0.380    5.719
   -71.25   -32.75    1953     133       2    0.016    0.738    0.112    2.247    0.189    3.302
   -71.25   -32.75    1953     133       3    0.006    0.277    0.042    0.845    0.567    1.738
   -71.25   -32.75    1953     133       4    0.001    0.059    0.009    0.179    0.535    0.783
   -71.25   -32.75    1953     134       0    0.002    0.090    0.014    0.275    0.545    0.926
   -71.25   -32.75    1953     134       1    0.076    3.584    0.544   10.917    0.411   15.532
   -71.25   -32.75    1953     134       2    0.023    1.086    0.165    3.309    0.425    5.008
   -71.25   -32.75    1953     134       3    0.001    0.056    0.008    0.169    0.568    0.803
   -71.25   -32.75    1953     134       4    0.002    0.079    0.012    0.240    0.487    0.820
   -71.25   -32.75    1953     140       0    0.024    1.159    0.176    3.530    0.576    5.466
   -71.25   -32.75    1953     140       1    0.128    6.084    0.924   18.535    0.935   26.607
   -71.25   -32.75    1953     140       2    0.001    0.032    0.005    0.098    0.314    0.450
   -71.25   -32.75    1953     140       3    0.001    0.064    0.010    0.195    0.503    0.773
   -71.25   -32.75    1953     140       4    0.001    0.048    0.007    0.146    0.596    0.798
   -71.25   -32.75    1953     160       0    0.001    0.070    0.011    0.214    0.398    0.693
   -71.25   -32.75    1953     160       1    0.030    1.411    0.214    4.298    0.431    6.384
   -71.25   -32.75    1953     160       2    0.022    1.054    0.160    3.212    0.500    4.949
   -71.25   -32.75    1953     160       3    0.090    4.256    0.646   12.964    0.674   18.630
   -71.25   -32.75    1953     160       4    0.001    0.043    0.007    0.130    0.233    0.414
   -71.25   -32.75    1954       0       0    0.001    0.046    0.007    0.141    0.317    0.512
   -71.25   -32.75    1954       0       1    0.007    0.324    0.049    0.988    0.291    1.659
   -71.25   -32.75    1954       0       2    0.013    0.629    0.095    1.915    0.363    3.015
   -71.25   -32.75    1954       0       3    0.005    0.251    0.038    0.766    0.260    1.321
   -71.25   -32.75    1954       0       4    0.002    0.102    0.015    0.309    0.298    0.727
   -71.25   -32.75    1954     110       0    0.002    0.099    0.015    0.301    0.596    1.012
   -71.25   -32.75    1954     110       1    0.001    0.036    0.005    0.110    0.495    0.647
   -71.25   -32.75    1954     110       2    0.001    0.037    0.006    0.113    0.543    0.700
   -71.25   -32.75    1954     110       3    0.001    0.050    0.008    0.151    0.336    0.546
   -71.25   -32.75    1954     110       4    0.051    2.423    0.368    7.383    0.389   10.614
   -71.25   -32.75    1954     131       0    0.008    0.361    0.055    1.101    0.450    1.975
   -71.25   -32.75    1954     131       1    0.001    0.035    0.005    0.106    0.414    0.561
   -71.25   -32.75    1954     131       2    0.001    0.028    0.004    0.087    0.537    0.657
   -71.25   -32.75    1954     131       3    0.005    0.227    0.035    0.692    0.500    1.459
   -71.25   -32.75    1954     131       4    0.004    0.166    0.025    0.506    0.439    1.140
   -71.25   -32.75    1954     132       0    0.004    0.184    0.028    0.562    0.398    1.176
   -71.25   -32.75    1954     132       1    0.001    0.033    0.005    0.102    0.364    0.505
   -71.25   -32.75    1954     132       2    0.001    0.030    0.005    0.092    0.334    0.461
   -71.25   -32.75    1954     132       3    0.001    0.052    0.008    0.159    0.382    0.602
   -71.25   -32.75    1954     132       4    0.001    0.032    0.005    0.098    0.315    0.450
   -71.25   -32.75    1954     133       0    0.003    0.150    0.023    0.456    0.465    1.097
   -71.25   -32.75    1954     133       1    0.027    1.286    0.195    3.917    0.325    5.751
   -71.25   -32.75    1954     133       2    0.009    0.425    0.064    1.293    0.253    2.045
   -71.25   -32.75    1954     133       3    0.007    0.312    0.047    0.950    0.440    1.757
   -71.25   -32.75    1954     133       4    0.001    0.034    0.005    0.103    0.445    0.588
   -71.25   -32.75    1954     134       0    0.001    0.067    0.010    0.204    0.452    0.734
   -71.25   -32.75    1954     134       1    0.069    3.281    0.498    9.996    0.600   14.444
   -71.25   -32.75    1954     134       2    0.016    0.752    0.114    2.291    0.389    3.562
   -71.25   -32.75    1954     134       3    0.001    0.038    0.006    0.116    0.464    0.625
   -71.25   -32.75    1954     134       4    0.001    0.045    0.007    0.136    0.425    0.614
   -71.25   -32.75    1954     140       0    0.015    0.710    0.108    2.162    0.476    3.470
   -71.25   -32.75    1954     140       1    0.009    0.431    0.065    1.314    0.680    2.500
   -71.25   -32.75    1954     140       2    0.000    0.020    0.003    0.061    0.276    0.361
   -71.25   -32.75    1954     140       3    0.001    0.037    0.006    0.113    0.414    0.570
   -71.25   -32.75    1954     140       4    0.001    0.036    0.005    0.109    0.478    0.629
   -71.25   -32.75    1954     160       0    0.001    0.041    0.006    0.125    0.351    0.524
   -71.25   -32.75    1954     160       1    0.015    0.694    0.105    2.115    0.418    3.348
   -71.25   -32.75    1954     160       2    0.015    0.704    0.107    2.145    0.546    3.517
   -71.25   -32.75    1954     160       3    0.019    0.895    0.136    2.727    0.812    4.589
   -71.25   -32.75    1954     160       4    0.000    0.018    0.003    0.056    0.221    0.298
   -71.25   -32.75    1955       0       0    0.003    0.121    0.018    0.369    0.272    0.782
   -71.25   -32.75    1955       0       1    0.013    0.631    0.096    1.923    0.292    2.956
   -71.25   -32.75    1955       0       2    0.023    1.069    0.162    3.256    0.412    4.922
   -71.25   -32.75    1955       0       3    0.011    0.539    0.082    1.642    0.264    2.538
   -71.25   -32.75    1955       0       4    0.006    0.272    0.041    0.830    0.260    1.409
   -71.25   -32.75    1955     110       0    0.168    7.964    1.210   24.261    1.144   34.747
   -71.25   -32.75    1955     110       1    0.001    0.025    0.004    0.077    0.462    0.569
   -71.25   -32.75    1955     110       2    0.001    0.026    0.004    0.080    0.504    0.614
   -71.25   -32.75    1955     110       3    0.002    0.087    0.013    0.265    0.312    0.680
   -71.25   -32.75    1955     110       4    0.007    0.325    0.049    0.991    0.730    2.103
   -71.25   -32.75    1955     131       0    0.021    0.993    0.151    3.024    0.451    4.639
   -71.25   -32.75    1955     131       1    0.001    0.027    0.004    0.082    0.389    0.503
   -71.25   -32.75    1955     131       2    0.000    0.024    0.004    0.072    0.485    0.585
   -71.25   -32.75    1955     131       3    0.017    0.807    0.123    2.458    0.731    4.135
   -71.25   -32.75    1955     131       4    0.009    0.426    0.065    1.298    0.377    2.175
   -71.25   -32.75    1955     132       0    0.008    0.371    0.056    1.129    0.360    1.925
   -71.25   -32.75    1955     132       1    0.001    0.026    0.004    0.079    0.351    0.461
   -71.25   -32.75    1955     132       2    0.000    0.022    0.003    0.068    0.310    0.405
   -71.25   -32.75    1955     132       3    0.001    0.038    0.006    0.117    0.366    0.528
   -71.25   -32.75    1955     132       4    0.001    0.029    0.004    0.087    0.302    0.422
   -71.25   -32.75    1955     133       0    0.007    0.339    0.051    1.033    0.414    1.844
   -71.25   -32.75    1955     133       1    0.031    1.447    0.220    4.407    0.450    6.553
   -71.25   -32.75    1955     133       2    0.025    1.200    0.182    3.657    0.413    5.478
   -71.25   -32.75    1955     133       3    0.016    0.774    0.118    2.358    0.426    3.692
   -71.25   -32.75    1955     133       4    0.001    0.024    0.004    0.074    0.410    0.512
   -71.25   -32.75    1955     134       0    0.001    0.065    0.010    0.199    0.418    0.693
   -71.25   -32.75    1955     134       1    0.057    2.683    0.408    8.173    0.888   12.209
   -71.25   -32.75    1955     134       2    0.033    1.541    0.234    4.694    0.439    6.939
   -71.25   -32.75    1955     134       3    0.001    0.035    0.005    0.106    0.422    0.569
   -71.25   -32.75    1955     134       4    0.001    0.031    0.005    0.093    0.405    0.534
   -71.25   -32.75    1955     140       0    0.033    1.547    0.235    4.712    0.524    7.049
   -71.25   -32.75    1955     140       1    0.022    1.063    0.161    3.237    0.999    5.482
   -71.25   -32.75    1955     140       2    0.000    0.017    0.003    0.051    0.269    0.339
   -71.25   -32.75    1955     140       3    0.001    0.026    0.004    0.079    0.384    0.493
   -71.25   -32.75    1955     140       4    0.001    0.035    0.005    0.107    0.427    0.576
   -71.25   -32.75    1955     160       0    0.001    0.029    0.004    0.088    0.343    0.465
   -71.25   -32.75    1955     160       1    0.030    1.411    0.214    4.298    0.513    6.465
   -71.25   -32.75    1955     160       2    0.028    1.350    0.205    4.113    0.532    6.228
   -71.25   -32.75    1955     160       3    0.032    1.516    0.230    4.618    1.038    7.433
   -71.25   -32.75    1955     160       4    0.000    0.015    0.002    0.045    0.219    0.281
   -71.25   -32.75    1956       0       0    0.010    0.460    0.070    1.401    0.276    2.217
   -71.25   -32.75    1956       0       1    0.017    0.825    0.125    2.513    0.364    3.845
   -71.25   -32.75    1956       0       2    0.021    0.996    0.151    3.035    0.562    4.766
   -71.25   -32.75    1956       0       3    0.072    3.423    0.520   10.427    0.339   14.781
   -71.25   -32.75    1956       0       4    0.011    0.541    0.082    1.648    0.292    2.575
   -71.25   -32.75    1956     110       0    0.009    0.407    0.062    1.239    0.844    2.561
   -71.25   -32.75    1956     110       1    0.001    0.030    0.005    0.091    0.416    0.542
   -71.25   -32.75    1956     110       2    0.001    0.027    0.004    0.081    0.460    0.572
   -71.25   -32.75    1956     110       3    0.007    0.344    0.052    1.049    0.301    1.754
   -71.25   -32.75    1956     110       4    0.054    2.569    0.390    7.826    0.682   11.521
   -71.25   -32.75    1956     131       0    0.020    0.955    0.145    2.909    0.539    4.568
   -71.25   -32.75    1956     131       1    0.002    0.096    0.015    0.294    0.347    0.754
   -71.25   -32.75    1956     131       2    0.003    0.131    0.020    0.398    0.412    0.964
   -71.25   -32.75    1956     131       3    0.073    3.457    0.525   10.532    0.590   15.177
   -71.25   -32.75    1956     131       4    0.014    0.675    0.103    2.057    0.405    3.254
   -71.25   -32.75    1956     132       0    0.044    2.109    0.320    6.424    0.373    9.271
   -71.25   -32.75    1956     132       1    0.001    0.038    0.006    0.115    0.320    0.480
   -71.25   -32.75    1956     132       2    0.023    1.109    0.168    3.378    0.278    4.956
   -71.25   -32.75    1956     132       3    0.001    0.048    0.007    0.147    0.338    0.542
   -71.25   -32.75    1956     132       4    0.003    0.161    0.024    0.491    0.270    0.950
   -71.25   -32.75    1956     133       0    0.045    2.148    0.326    6.544    0.415    9.479
   -71.25   -32.75    1956     133       1    0.005    0.230    0.035    0.702    0.498    1.470
   -71.25   -32.75    1956     133       2    0.019    0.917    0.139    2.794    0.597    4.467
   -71.25   -32.75    1956     133       3    0.017    0.810    0.123    2.467    0.502    3.919
   -71.25   -32.75    1956     133       4    0.001    0.068    0.010    0.207    0.358    0.644
   -71.25   -32.75    1956     134       0    0.007    0.320    0.049    0.974    0.363    1.712
   -71.25   -32.75    1956     134       1    0.050    2.377    0.361    7.241    1.143   11.172
   -71.25   -32.75    1956     134       2    0.025    1.191    0.181    3.629    0.571    5.598
   -71.25   -32.75    1956     134       3    0.004    0.197    0.030    0.599    0.357    1.187
   -71.25   -32.75    1956     134       4    0.001    0.033    0.005    0.101    0.375    0.514
   -71.25   -32.75    1956     140       0    0.022    1.034    0.157    3.151    0.693    5.058
   -71.25   -32.75    1956     140       1    0.022    1.043    0.158    3.178    0.724    5.126
   -71.25   -32.75    1956     140       2    0.001    0.071    0.011    0.215    0.243    0.540
   -71.25   -32.75    1956     140       3    0.001    0.029    0.004    0.090    0.344    0.468
   -71.25   -32.75    1956     140       4    0.004    0.206    0.031    0.627    0.361    1.229
   -71.25   -32.75    1956     160       0    0.001    0.043    0.007    0.130    0.318    0.499
   -71.25   -32.75    1956     160       1    0.021    0.981    0.149    2.990    0.682    4.823
   -71.25   -32.75    1956     160       2    0.021    0.973    0.148    2.963    0.666    4.770
   -71.25   -32.75    1956     160       3    0.021    1.011    0.154    3.079    1.050    5.314
   -71.25   -32.75    1956     160       4    0.001    0.029    0.004    0.087    0.205    0.326
   -71.25   -32.75    1957       0       0    0.082    3.909    0.594   11.907    0.316   16.808
   -71.25   -32.75    1957       0       1    0.030    1.438    0.218    4.380    0.448    6.514
   -71.25   -32.75    1957       0       2    0.036    1.702    0.259    5.186    0.640    7.822
   -71.25   -32.75    1957       0       3    0.012    0.580    0.088    1.766    0.445    2.891
   -71.25   -32.75    1957       0       4    0.025    1.175    0.179    3.581    0.343    5.303
   -71.25   -32.75    1957     110       0    0.018    0.852    0.129    2.597    1.721    5.317
   -71.25   -32.75    1957     110       1    0.001    0.054    0.008    0.165    0.375    0.604
   -71.25   -32.75    1957     110       2    0.002    0.076    0.012    0.231    0.476    0.796
   -71.25   -32.75    1957     110       3    0.020    0.949    0.144    2.892    0.328    4.334
   -71.25   -32.75    1957     110       4    0.011    0.533    0.081    1.624    0.557    2.806
   -71.25   -32.75    1957     131       0    0.030    1.440    0.219    4.386    0.680    6.755
   -71.25   -32.75    1957     131       1    0.006    0.284    0.043    0.866    0.312    1.511
   -71.25   -32.75    1957     131       2    0.010    0.462    0.070    1.406    0.361    2.309
   -71.25   -32.75    1957     131       3    0.011    0.543    0.082    1.654    0.794    3.086
   -71.25   -32.75    1957     131       4    0.029    1.393    0.212    4.243    0.438    6.315
   -71.25   -32.75    1957     132       0    0.015    0.689    0.105    2.100    0.454    3.362
   -71.25   -32.75    1957     132       1    0.001    0.058    0.009    0.176    0.290    0.533
   -71.25   -32.75    1957     132       2    0.001    0.036    0.005    0.108    0.295    0.445
   -71.25   -32.75    1957     132       3    0.001    0.065    0.010    0.198    0.308    0.582
   -71.25   -32.75    1957     132       4    0.039    1.841    0.280    5.607    0.263    8.029
   -71.25   -32.75    1957     133       0    0.013    0.634    0.096    1.932    0.501    3.177
   -71.25   -32.75    1957     133       1    0.020    0.945    0.144    2.879    0.570    4.557
   -71.25   -32.75    1957     133       2    0.030    1.419    0.216    4.323    0.733    6.721
   -71.25   -32.75    1957     133       3    0.030    1.409    0.214    4.293    0.594    6.540
   -71.25   -32.75    1957     133       4    0.004    0.191    0.029    0.582    0.308    1.113
   -71.25   -32.75    1957     134       0    0.052    2.467    0.375    7.515    0.368   10.776
   -71.25   -32.75    1957     134       1    0.009    0.409    0.062    1.245    0.867    2.591
   -71.25   -32.75    1957     134       2    0.036    1.686    0.256    5.137    0.737    7.852
   -71.25   -32.75    1957     134       3    0.012    0.548    0.083    1.668    0.339    2.649
   -71.25   -32.75    1957     134       4    0.001    0.038    0.006    0.115    0.338    0.497
   -71.25   -32.75    1957     140       0    0.031    1.484    0.225    4.520    0.888    7.149
   -71.25   -32.75    1957     140       1    0.032    1.510    0.229    4.601    0.791    7.163
   -71.25   -32.75    1957     140       2    0.005    0.238    0.036    0.725    0.222    1.225
   -71.25   -32.75    1957     140       3    0.001    0.040    0.006    0.121    0.306    0.475
   -71.25   -32.75    1957     140       4    0.014    0.642    0.097    1.954    0.353    3.060
   -71.25   -32.75    1957     160       0    0.002    0.074    0.011    0.225    0.292    0.604
   -71.25   -32.75    1957     160       1    0.033    1.567    0.238    4.774    0.820    7.433
   -71.25   -32.75    1957     160       2    0.032    1.523    0.231    4.638    0.804    7.228
   -71.25   -32.75    1957     160       3    0.030    1.422    0.216    4.332    1.021    7.021
   -71.25   -32.75    1957     160       4    0.001    0.061    0.009    0.185    0.181    0.437
   -71.25   -32.75    1958       0       0    0.013    0.628    0.095    1.912    0.417    3.065
   -71.25   -32.75    1958       0       1    0.048    2.266    0.344    6.903    0.592   10.153
   -71.25   -32.75    1958       0       2    0.054    2.583    0.392    7.870    0.738   11.638
   -71.25   -32.75    1958       0       3    0.088    4.191    0.637   12.767    0.931   18.613
   -71.25   -32.75    1958       0       4    0.135    6.387    0.970   19.458    0.513   27.463
   -71.25   -32.75    1958     110       0    0.028    1.315    0.200    4.007    0.764    6.313
   -71.25   -32.75    1958     110       1    0.002    0.088    0.013    0.269    0.323    0.695
   -71.25   -32.75    1958     110       2    0.117    5.531    0.840   16.851    1.020   24.359
   -71.25   -32.75    1958     110       3    0.110    5.234    0.795   15.944    0.455   22.537
   -71.25   -32.75    1958     110       4    0.074    3.521    0.535   10.726    0.829   15.684
   -71.25   -32.75    1958     131       0    0.043    2.058    0.313    6.268    0.932    9.613
   -71.25   -32.75    1958     131       1    0.023    1.111    0.169    3.385    0.307    4.996
