      Lon      Lat    Year   Stand   Patch      NH3      NOx      N2O       N2    NSoil    Total
   -71.25   -32.75    1966     133       4    0.018    0.844    0.128    2.572    0.603    4.165
   -71.25   -32.75    1966     134       0    0.014    0.661    0.100    2.014    0.823    3.613
   -71.25   -32.75    1966     134       1    0.043    2.050    0.311    6.244    0.916    9.564
   -71.25   -32.75    1966     134       2    0.002    0.118    0.018    0.360    1.270    1.769
   -71.25   -32.75    1966     134       3    0.000    0.000    0.000    0.000    0.606    0.606
   -71.25   -32.75    1966     134       4    0.010    0.451    0.069    1.375    0.597    2.501
   -71.25   -32.75    1966     140       0    0.030    1.432    0.217    4.361    1.036    7.077
   -71.25   -32.75    1966     140       1    0.004    0.170    0.026    0.518    0.737    1.454
   -71.25   -32.75    1966     140       2    0.020    0.946    0.144    2.881    0.795    4.786
   -71.25   -32.75    1966     140       3    0.185    8.753    1.330   26.664    1.038   37.969
   -71.25   -32.75    1966     140       4    0.037    1.735    0.264    5.286    1.017    8.339
   -71.25   -32.75    1966     160       0    0.000    0.000    0.000    0.000    0.975    0.975
   -71.25   -32.75    1966     160       1    0.007    0.337    0.051    1.026    0.941    2.362
   -71.25   -32.75    1966     160       2    0.021    1.014    0.154    3.090    0.919    5.199
   -71.25   -32.75    1966     160       3    0.012    0.570    0.087    1.737    0.813    3.218
   -71.25   -32.75    1966     160       4    0.014    0.684    0.104    2.085    0.630    3.518
   -71.25   -32.75    1967       0       0    0.019    0.885    0.134    2.695    0.840    4.573
   -71.25   -32.75    1967       0       1    0.004    0.166    0.025    0.506    0.707    1.407
   -71.25   -32.75    1967       0       2    0.043    2.016    0.306    6.141    0.793    9.299
   -71.25   -32.75    1967       0       3    0.000    0.000    0.000    0.000    0.689    0.689
   -71.25   -32.75    1967       0       4    0.000    0.000    0.000    0.000    0.651    0.651
   -71.25   -32.75    1967     110       0    0.068    3.238    0.492    9.864    0.725   14.387
   -71.25   -32.75    1967     110       1    0.133    6.290    0.955   19.161    0.691   27.229
   -71.25   -32.75    1967     110       2    0.004    0.175    0.027    0.533    0.984    1.722
   -71.25   -32.75    1967     110       3    0.035    1.644    0.250    5.009    1.078    8.016
   -71.25   -32.75    1967     110       4    0.007    0.316    0.048    0.963    0.717    2.050
   -71.25   -32.75    1967     131       0    0.007    0.309    0.047    0.942    0.833    2.138
   -71.25   -32.75    1967     131       1    0.003    0.121    0.018    0.367    1.409    1.918
   -71.25   -32.75    1967     131       2    0.002    0.109    0.017    0.332    0.880    1.340
   -71.25   -32.75    1967     131       3    0.000    0.000    0.000    0.000    0.675    0.675
   -71.25   -32.75    1967     131       4    0.029    1.395    0.212    4.250    1.089    6.976
   -71.25   -32.75    1967     132       0    0.009    0.449    0.068    1.369    0.861    2.757
   -71.25   -32.75    1967     132       1    0.001    0.068    0.010    0.208    0.511    0.799
   -71.25   -32.75    1967     132       2    0.001    0.053    0.008    0.160    0.419    0.641
   -71.25   -32.75    1967     132       3    0.010    0.461    0.070    1.403    0.615    2.559
   -71.25   -32.75    1967     132       4    0.042    1.998    0.303    6.086    1.043    9.472
   -71.25   -32.75    1967     133       0    0.004    0.178    0.027    0.541    1.014    1.763
   -71.25   -32.75    1967     133       1    0.006    0.306    0.047    0.933    0.824    2.116
   -71.25   -32.75    1967     133       2    0.008    0.398    0.061    1.214    0.838    2.520
   -71.25   -32.75    1967     133       3    0.009    0.438    0.067    1.335    0.871    2.720
   -71.25   -32.75    1967     133       4    0.015    0.697    0.106    2.125    0.666    3.609
   -71.25   -32.75    1967     134       0    0.008    0.377    0.057    1.149    0.806    2.397
   -71.25   -32.75    1967     134       1    0.046    2.193    0.333    6.682    1.749   11.003
   -71.25   -32.75    1967     134       2    0.001    0.062    0.009    0.189    1.089    1.351
   -71.25   -32.75    1967     134       3    0.020    0.942    0.143    2.869    0.668    4.642
   -71.25   -32.75    1967     134       4    0.006    0.272    0.041    0.829    0.641    1.789
   -71.25   -32.75    1967     140       0    0.010    0.492    0.075    1.499    1.154    3.230
   -71.25   -32.75    1967     140       1    0.002    0.088    0.013    0.269    0.664    1.037
   -71.25   -32.75    1967     140       2    0.013    0.615    0.093    1.872    0.829    3.423
   -71.25   -32.75    1967     140       3    0.006    0.279    0.042    0.849    0.806    1.982
   -71.25   -32.75    1967     140       4    0.100    4.752    0.722   14.477    0.959   21.009
   -71.25   -32.75    1967     160       0    0.066    3.131    0.476    9.539    0.609   13.821
   -71.25   -32.75    1967     160       1    0.004    0.208    0.032    0.634    0.965    1.843
   -71.25   -32.75    1967     160       2    0.013    0.630    0.096    1.918    0.882    3.539
   -71.25   -32.75    1967     160       3    0.000    0.000    0.000    0.000    0.787    0.787
   -71.25   -32.75    1967     160       4    0.007    0.347    0.053    1.058    0.625    2.091
   -71.25   -32.75    1968       0       0    0.023    1.073    0.163    3.268    0.820    5.347
   -71.25   -32.75    1968       0       1    0.016    0.743    0.113    2.263    0.847    3.982
   -71.25   -32.75    1968       0       2    0.034    1.607    0.244    4.895    0.829    7.610
   -71.25   -32.75    1968       0       3    0.000    0.000    0.000    0.000    0.989    0.989
   -71.25   -32.75    1968       0       4    0.000    0.000    0.000    0.000    0.623    0.623
   -71.25   -32.75    1968     110       0    0.103    4.896    0.744   14.915    0.707   21.366
   -71.25   -32.75    1968     110       1    0.004    0.203    0.031    0.619    0.739    1.597
   -71.25   -32.75    1968     110       2    0.015    0.725    0.110    2.210    1.087    4.148
   -71.25   -32.75    1968     110       3    0.158    7.485    1.137   22.804    1.147   32.731
   -71.25   -32.75    1968     110       4    0.014    0.663    0.101    2.021    0.734    3.533
   -71.25   -32.75    1968     131       0    0.019    0.897    0.136    2.732    0.828    4.612
   -71.25   -32.75    1968     131       1    0.108    5.116    0.777   15.586    1.236   22.823
   -71.25   -32.75    1968     131       2    0.011    0.544    0.083    1.657    0.920    3.214
   -71.25   -32.75    1968     131       3    0.011    0.535    0.081    1.631    0.713    2.972
   -71.25   -32.75    1968     131       4    0.140    6.625    1.006   20.183    1.194   29.148
   -71.25   -32.75    1968     132       0    0.021    0.981    0.149    2.990    0.851    4.992
   -71.25   -32.75    1968     132       1    0.003    0.119    0.018    0.363    0.542    1.044
   -71.25   -32.75    1968     132       2    0.034    1.610    0.245    4.904    0.555    7.348
   -71.25   -32.75    1968     132       3    0.016    0.778    0.118    2.370    0.640    3.922
   -71.25   -32.75    1968     132       4    0.031    1.478    0.224    4.501    1.027    7.261
   -71.25   -32.75    1968     133       0    0.017    0.821    0.125    2.500    0.657    4.120
   -71.25   -32.75    1968     133       1    0.176    8.345    1.268   25.421    0.821   36.030
   -71.25   -32.75    1968     133       2    0.021    0.995    0.151    3.031    0.806    5.004
   -71.25   -32.75    1968     133       3    0.021    1.006    0.153    3.064    0.869    5.113
   -71.25   -32.75    1968     133       4    0.031    1.473    0.224    4.489    0.805    7.022
   -71.25   -32.75    1968     134       0    0.016    0.744    0.113    2.267    0.801    3.941
   -71.25   -32.75    1968     134       1    0.045    2.136    0.325    6.508    1.079   10.094
   -71.25   -32.75    1968     134       2    0.004    0.199    0.030    0.605    0.643    1.481
   -71.25   -32.75    1968     134       3    0.000    0.000    0.000    0.000    0.778    0.778
   -71.25   -32.75    1968     134       4    0.014    0.661    0.100    2.013    0.669    3.458
   -71.25   -32.75    1968     140       0    0.024    1.159    0.176    3.530    1.067    5.956
   -71.25   -32.75    1968     140       1    0.005    0.246    0.037    0.749    0.608    1.646
   -71.25   -32.75    1968     140       2    0.022    1.061    0.161    3.233    0.684    5.162
   -71.25   -32.75    1968     140       3    0.026    1.250    0.190    3.807    1.650    6.923
   -71.25   -32.75    1968     140       4    0.014    0.652    0.099    1.987    0.979    3.730
   -71.25   -32.75    1968     160       0    0.000    0.000    0.000    0.000    0.660    0.660
   -71.25   -32.75    1968     160       1    0.015    0.693    0.105    2.112    0.651    3.576
   -71.25   -32.75    1968     160       2    0.021    1.017    0.154    3.099    0.823    5.114
   -71.25   -32.75    1968     160       3    0.015    0.705    0.107    2.149    0.707    3.683
   -71.25   -32.75    1968     160       4    0.018    0.842    0.128    2.565    0.643    4.196
   -71.25   -32.75    1969       0       0    0.000    0.000    0.000    0.000    0.780    0.780
   -71.25   -32.75    1969       0       1    0.017    0.785    0.119    2.391    0.586    3.897
   -71.25   -32.75    1969       0       2    0.027    1.268    0.193    3.864    0.937    6.289
   -71.25   -32.75    1969       0       3    0.000    0.000    0.000    0.000    0.660    0.660
   -71.25   -32.75    1969       0       4    0.000    0.000    0.000    0.000    0.661    0.661
   -71.25   -32.75    1969     110       0    0.002    0.088    0.013    0.269    0.772    1.145
   -71.25   -32.75    1969     110       1    0.004    0.194    0.030    0.592    0.761    1.581
   -71.25   -32.75    1969     110       2    0.023    1.086    0.165    3.310    0.751    5.335
   -71.25   -32.75    1969     110       3    0.009    0.450    0.068    1.371    1.131    3.029
   -71.25   -32.75    1969     110       4    0.007    0.325    0.049    0.990    0.689    2.061
   -71.25   -32.75    1969     131       0    0.014    0.685    0.104    2.086    0.708    3.597
   -71.25   -32.75    1969     131       1    0.053    2.490    0.378    7.587    0.827   11.335
   -71.25   -32.75    1969     131       2    0.007    0.346    0.053    1.054    0.612    2.071
   -71.25   -32.75    1969     131       3    0.007    0.355    0.054    1.081    0.714    2.211
   -71.25   -32.75    1969     131       4    0.012    0.580    0.088    1.767    1.147    3.594
   -71.25   -32.75    1969     132       0    0.020    0.955    0.145    2.909    0.855    4.885
   -71.25   -32.75    1969     132       1    0.002    0.103    0.016    0.314    0.497    0.932
   -71.25   -32.75    1969     132       2    0.011    0.501    0.076    1.525    0.353    2.465
   -71.25   -32.75    1969     132       3    0.012    0.584    0.089    1.778    0.634    3.097
   -71.25   -32.75    1969     132       4    0.033    1.561    0.237    4.756    0.990    7.577
   -71.25   -32.75    1969     133       0    0.018    0.831    0.126    2.533    0.656    4.164
   -71.25   -32.75    1969     133       1    0.003    0.155    0.024    0.473    0.838    1.493
   -71.25   -32.75    1969     133       2    0.194    9.185    1.395   27.981    0.745   39.500
   -71.25   -32.75    1969     133       3    0.017    0.804    0.122    2.449    0.891    4.284
   -71.25   -32.75    1969     133       4    0.039    1.859    0.282    5.664    0.928    8.773
   -71.25   -32.75    1969     134       0    0.010    0.467    0.071    1.422    0.791    2.761
   -71.25   -32.75    1969     134       1    0.037    1.776    0.270    5.412    1.039    8.534
   -71.25   -32.75    1969     134       2    0.004    0.180    0.027    0.548    0.599    1.358
   -71.25   -32.75    1969     134       3    0.032    1.533    0.233    4.672    0.800    7.270
   -71.25   -32.75    1969     134       4    0.009    0.426    0.065    1.299    0.680    2.478
   -71.25   -32.75    1969     140       0    0.021    1.017    0.154    3.098    0.998    5.289
   -71.25   -32.75    1969     140       1    0.004    0.171    0.026    0.521    0.586    1.308
   -71.25   -32.75    1969     140       2    0.014    0.677    0.103    2.062    0.692    3.548
   -71.25   -32.75    1969     140       3    0.130    6.151    0.934   18.739    0.750   26.705
   -71.25   -32.75    1969     140       4    0.019    0.884    0.134    2.694    1.091    4.823
   -71.25   -32.75    1969     160       0    0.000    0.000    0.000    0.000    0.835    0.835
   -71.25   -32.75    1969     160       1    0.013    0.617    0.094    1.879    0.639    3.242
   -71.25   -32.75    1969     160       2    0.018    0.844    0.128    2.572    0.850    4.412
   -71.25   -32.75    1969     160       3    0.011    0.531    0.081    1.616    0.693    2.931
   -71.25   -32.75    1969     160       4    0.011    0.504    0.077    1.537    0.616    2.744
   -71.25   -32.75    1970       0       0    0.000    0.000    0.000    0.000    0.790    0.790
   -71.25   -32.75    1970       0       1    0.012    0.575    0.087    1.751    0.626    3.051
   -71.25   -32.75    1970       0       2    0.013    0.607    0.092    1.849    0.991    3.552
   -71.25   -32.75    1970       0       3    0.019    0.903    0.137    2.750    0.738    4.547
   -71.25   -32.75    1970       0       4    0.000    0.000    0.000    0.000    0.752    0.752
   -71.25   -32.75    1970     110       0    0.004    0.181    0.027    0.551    0.695    1.458
   -71.25   -32.75    1970     110       1    0.007    0.309    0.047    0.941    0.554    1.857
   -71.25   -32.75    1970     110       2    0.017    0.792    0.120    2.414    0.817    4.160
   -71.25   -32.75    1970     110       3    0.011    0.510    0.078    1.555    1.235    3.388
   -71.25   -32.75    1970     110       4    0.008    0.382    0.058    1.163    0.682    2.293
   -71.25   -32.75    1970     131       0    0.011    0.521    0.079    1.586    0.757    2.955
   -71.25   -32.75    1970     131       1    0.043    2.030    0.308    6.183    1.736   10.300
   -71.25   -32.75    1970     131       2    0.009    0.446    0.068    1.360    0.692    2.575
   -71.25   -32.75    1970     131       3    0.008    0.366    0.056    1.115    0.751    2.295
   -71.25   -32.75    1970     131       4    0.012    0.559    0.085    1.702    1.225    3.583
   -71.25   -32.75    1970     132       0    0.013    0.621    0.094    1.893    0.811    3.433
   -71.25   -32.75    1970     132       1    0.003    0.146    0.022    0.443    0.493    1.107
   -71.25   -32.75    1970     132       2    0.019    0.908    0.138    2.766    0.611    4.442
   -71.25   -32.75    1970     132       3    0.008    0.376    0.057    1.147    0.650    2.238
   -71.25   -32.75    1970     132       4    0.019    0.888    0.135    2.705    0.988    4.734
   -71.25   -32.75    1970     133       0    0.011    0.531    0.081    1.618    0.742    2.984
   -71.25   -32.75    1970     133       1    0.006    0.275    0.042    0.838    0.904    2.064
   -71.25   -32.75    1970     133       2    0.000    0.000    0.000    0.000    0.795    0.795
   -71.25   -32.75    1970     133       3    0.013    0.638    0.097    1.944    1.096    3.789
   -71.25   -32.75    1970     133       4    0.026    1.241    0.188    3.779    0.950    6.184
   -71.25   -32.75    1970     134       0    0.010    0.480    0.073    1.462    0.820    2.845
   -71.25   -32.75    1970     134       1    0.019    0.891    0.135    2.714    1.127    4.887
   -71.25   -32.75    1970     134       2    0.006    0.274    0.042    0.834    0.610    1.765
   -71.25   -32.75    1970     134       3    0.000    0.000    0.000    0.000    0.871    0.871
   -71.25   -32.75    1970     134       4    0.010    0.461    0.070    1.405    0.721    2.667
   -71.25   -32.75    1970     140       0    0.014    0.664    0.101    2.022    0.930    3.731
   -71.25   -32.75    1970     140       1    0.005    0.250    0.038    0.761    0.600    1.654
   -71.25   -32.75    1970     140       2    0.012    0.556    0.084    1.694    0.733    3.080
   -71.25   -32.75    1970     140       3    0.008    0.394    0.060    1.200    0.837    2.500
   -71.25   -32.75    1970     140       4    0.015    0.697    0.106    2.124    0.782    3.724
   -71.25   -32.75    1970     160       0    0.001    0.048    0.007    0.147    0.644    0.847
   -71.25   -32.75    1970     160       1    0.133    6.325    0.961   19.268    0.689   27.377
   -71.25   -32.75    1970     160       2    0.012    0.546    0.083    1.664    0.886    3.190
   -71.25   -32.75    1970     160       3    0.008    0.368    0.056    1.121    0.671    2.224
   -71.25   -32.75    1970     160       4    0.010    0.456    0.069    1.389    0.612    2.536
   -71.25   -32.75    1971       0       0    0.000    0.000    0.000    0.000    0.765    0.765
   -71.25   -32.75    1971       0       1    0.008    0.383    0.058    1.167    0.720    2.336
   -71.25   -32.75    1971       0       2    0.085    4.015    0.610   12.231    0.920   17.861
   -71.25   -32.75    1971       0       3    0.000    0.000    0.000    0.000    0.809    0.809
   -71.25   -32.75    1971       0       4    0.000    0.000    0.000    0.000    0.776    0.776
   -71.25   -32.75    1971     110       0    0.003    0.126    0.019    0.384    0.586    1.117
   -71.25   -32.75    1971     110       1    0.004    0.184    0.028    0.561    0.640    1.417
   -71.25   -32.75    1971     110       2    0.010    0.485    0.074    1.479    0.935    2.983
   -71.25   -32.75    1971     110       3    0.008    0.376    0.057    1.145    0.833    2.419
   -71.25   -32.75    1971     110       4    0.004    0.186    0.028    0.566    0.713    1.497
   -71.25   -32.75    1971     131       0    0.006    0.266    0.040    0.811    0.879    2.002
   -71.25   -32.75    1971     131       1    0.016    0.748    0.114    2.280    1.112    4.269
   -71.25   -32.75    1971     131       2    0.006    0.263    0.040    0.800    0.748    1.856
   -71.25   -32.75    1971     131       3    0.000    0.000    0.000    0.000    0.803    0.803
   -71.25   -32.75    1971     131       4    0.008    0.388    0.059    1.183    0.874    2.512
   -71.25   -32.75    1971     132       0    0.007    0.334    0.051    1.018    0.869    2.279
   -71.25   -32.75    1971     132       1    0.002    0.094    0.014    0.285    0.518    0.913
   -71.25   -32.75    1971     132       2    0.009    0.426    0.065    1.296    0.559    2.354
   -71.25   -32.75    1971     132       3    0.004    0.185    0.028    0.562    0.654    1.433
   -71.25   -32.75    1971     132       4    0.011    0.536    0.081    1.632    1.007    3.266
   -71.25   -32.75    1971     133       0    0.006    0.301    0.046    0.918    0.886    2.158
   -71.25   -32.75    1971     133       1    0.004    0.172    0.026    0.523    0.631    1.356
   -71.25   -32.75    1971     133       2    0.002    0.105    0.016    0.319    1.016    1.458
   -71.25   -32.75    1971     133       3    0.008    0.359    0.055    1.094    1.042    2.558
   -71.25   -32.75    1971     133       4    0.013    0.622    0.094    1.895    1.078    3.702
   -71.25   -32.75    1971     134       0    0.006    0.276    0.042    0.841    0.876    2.041
   -71.25   -32.75    1971     134       1    0.011    0.514    0.078    1.567    1.058    3.228
   -71.25   -32.75    1971     134       2    0.003    0.162    0.025    0.492    0.666    1.348
   -71.25   -32.75    1971     134       3    0.000    0.000    0.000    0.000    0.932    0.932
   -71.25   -32.75    1971     134       4    0.006    0.263    0.040    0.803    0.789    1.900
   -71.25   -32.75    1971     140       0    0.008    0.365    0.055    1.110    1.021    2.559
   -71.25   -32.75    1971     140       1    0.003    0.142    0.022    0.433    0.649    1.249
   -71.25   -32.75    1971     140       2    0.006    0.308    0.047    0.938    0.781    2.081
   -71.25   -32.75    1971     140       3    0.007    0.323    0.049    0.983    1.150    2.511
   -71.25   -32.75    1971     140       4    0.010    0.465    0.071    1.415    0.863    2.824
   -71.25   -32.75    1971     160       0    0.002    0.073    0.011    0.223    1.157    1.466
   -71.25   -32.75    1971     160       1    0.002    0.096    0.015    0.294    0.856    1.263
   -71.25   -32.75    1971     160       2    0.007    0.344    0.052    1.048    0.864    2.316
   -71.25   -32.75    1971     160       3    0.004    0.206    0.031    0.629    0.699    1.570
   -71.25   -32.75    1971     160       4    0.005    0.252    0.038    0.768    0.673    1.736
   -71.25   -32.75    1972       0       0    0.005    0.231    0.035    0.705    0.721    1.698
   -71.25   -32.75    1972       0       1    0.007    0.335    0.051    1.020    0.764    2.176
   -71.25   -32.75    1972       0       2    0.000    0.000    0.000    0.000    0.816    0.816
